department,设备型号,设备名称,time,液压压力,流量,油温,振动频率,油液清洁度,status
液压部B,HP-30,HP-30-003,2023-01-02 00:00:00,198.77164193430116,116.36648286998698,34.56297247613622,18.908627826079314,82.69775261164644,正常
液压部A,HP-30,HP-30-002,2023-01-17 00:00:00,146.24603425339987,91.56327645551457,69.4085783657334,14.619942209895607,83.62736681962596,正常
液压部A,HP-30,HP-30-002,2023-01-17 01:00:00,119.44611426569257,112.45820257429575,50.686339429381576,8.797742980900848,89.62496824854054,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 02:00:00,110.96623199245538,128.3724662478169,28.85457177942372,16.092463086424484,90.36558249967071,泵磨损
液压部A,HP-30,HP-30-002,2023-01-17 03:00:00,128.93749811836128,55.816433919139,42.8954094417851,23.465187618558048,90.30528686064366,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 04:00:00,189.02547621342404,150.43674669905116,51.80238928645396,13.940138646361357,93.093762743058,泵磨损
液压部A,HP-30,HP-30-002,2023-01-17 05:00:00,190.43128996176222,105.13088243852805,116.89916396521835,6.083378230018741,9.279294257888413,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 06:00:00,124.75379977353198,124.46235729659361,94.93246148645191,11.967919502369492,26.181607818661504,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 07:00:00,152.15656080108621,92.30472228379557,114.8915930388736,10.332931167373324,10.765203024214308,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 08:00:00,109.07089899342859,126.05450242712763,118.11402765021492,23.71185458022568,38.51664610194488,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 09:00:00,143.56757616318566,54.64843774138615,86.87487438361633,24.326357917938534,11.213476359043057,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 10:00:00,104.69428826002387,113.1669689192374,112.80646657515709,8.453841991668245,15.588883923790013,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 11:00:00,107.80780243700069,118.15138863574157,37.927319304543694,17.97495249077531,97.51770578851783,正常
液压部A,HP-30,HP-30-002,2023-01-17 12:00:00,168.6009765699623,92.9335326513189,67.34562338866449,19.529038271442065,82.13218540126081,正常
液压部A,HP-30,HP-30-002,2023-01-17 13:00:00,122.63564352424966,132.10327221445368,50.74860618346508,12.200099748044655,98.72618340366014,正常
液压部A,HP-30,HP-30-002,2023-01-17 14:00:00,133.1054635661508,48.09490596235335,60.09110658533781,6.549474995608856,92.05419660426122,正常
液压部A,HP-30,HP-30-002,2023-01-17 15:00:00,171.02946343399776,54.660417295318815,62.56731691250161,11.90498561235148,85.21533760989362,正常
液压部A,HP-30,HP-30-002,2023-01-17 16:00:00,195.4783059084213,90.93034217432628,69.49493682687661,17.340082959394724,84.19001352756933,正常
液压部A,HP-30,HP-30-002,2023-01-17 17:00:00,111.07435724683683,120.89855188389232,49.71958207435147,17.328502837951998,79.30195425073134,正常
液压部A,HP-30,HP-30-002,2023-01-17 18:00:00,141.02777317365235,53.62159103543112,33.06183681469877,23.883598001145963,85.64584714855754,正常
液压部A,HP-30,HP-30-002,2023-01-17 19:00:00,134.8305318500777,61.13251003065387,69.71066438126017,8.80833276967307,95.53269119124094,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 20:00:00,189.94404996344394,90.78972261292279,39.62172420362653,18.32872037587045,95.38401620681934,正常
液压部A,HP-30,HP-30-002,2023-01-17 21:00:00,166.67826236528853,59.9719315509203,68.89303076371755,20.597267957320245,98.79071080043211,正常
液压部A,HP-30,HP-30-002,2023-01-17 22:00:00,185.32736349759065,69.25945761752892,65.20537005151368,23.144489481393354,82.53706070236203,油温过高
液压部A,HP-30,HP-30-002,2023-01-17 23:00:00,174.95147748165772,72.87788891743573,53.862397520950076,17.9209626271362,80.81760739335878,正常
维修部C,HP-30,HP-30-001,2023-01-18 00:00:00,157.7606640676729,98.48533479488984,39.14843207477441,14.606755887782525,94.39468863898233,正常
液压部A,HP-30,HP-30-002,2023-01-18 00:00:00,162.9819821411035,109.24354276245889,54.05600611863211,14.257075312105888,83.32123792794212,正常
维修部C,HP-30,HP-30-001,2023-01-18 01:00:00,116.67657248170856,95.40435299725793,65.36237779505097,19.193467999087623,91.88090708657455,正常
维修部C,HP-30,HP-30-001,2023-01-18 02:00:00,142.7416490784068,76.55734804885999,36.7526917863463,21.602804637637938,83.5251810717379,正常
维修部C,HP-30,HP-30-001,2023-01-18 03:00:00,184.70495301764362,59.35993032940229,55.56912334986324,18.27773159022631,96.02645071568868,正常
维修部C,HP-30,HP-30-001,2023-01-18 04:00:00,109.45300547513652,127.66487267870663,60.97215312698929,13.76762176727065,95.11145162103197,正常
维修部C,HP-30,HP-30-001,2023-01-18 05:00:00,183.74837125375686,58.8152873231898,62.98459140700424,22.22471820516357,100.05961320661147,正常
维修部C,HP-30,HP-30-001,2023-01-18 06:00:00,194.48073890308638,53.711620525866856,32.91758246715578,17.6280856542361,86.97575510782194,正常
维修部C,HP-30,HP-30-001,2023-01-18 07:00:00,106.878332157884,65.78323576589831,33.125154493605066,16.611574344537715,83.18563834421695,正常
维修部C,HP-30,HP-30-001,2023-01-18 08:00:00,108.60545704463507,104.8330324934535,56.468987212093204,17.10811639638956,83.97548321329447,正常
维修部C,HP-30,HP-30-001,2023-01-18 09:00:00,173.21307017481902,96.73504236593652,49.3015648472378,14.154092512282267,82.43342135744767,正常
维修部C,HP-30,HP-30-001,2023-01-18 10:00:00,177.80643797370834,54.03309530426866,39.23722197786215,19.330219857856893,98.04565094232642,正常
维修部C,HP-30,HP-30-001,2023-01-18 11:00:00,166.50164957215227,59.76160681671806,67.14801730141954,7.647508086727484,87.53847759210386,正常
维修部C,HP-30,HP-30-001,2023-01-18 12:00:00,169.8743940760297,52.14931313446153,47.545549629684,13.520531214544613,85.391103041319,正常
维修部C,HP-30,HP-30-001,2023-01-18 13:00:00,123.1652415101356,113.78228694536834,48.547336708035445,16.2285240169755,83.36259870969216,正常
维修部C,HP-30,HP-30-001,2023-01-18 14:00:00,107.29450289043996,138.70671369267936,42.776377268832626,18.506621268110738,92.2538935496231,正常
维修部C,HP-30,HP-30-001,2023-01-18 15:00:00,141.61193857248432,84.57296538843075,68.61160373043073,20.20542516448559,86.73106756427472,污染故障
维修部C,HP-30,HP-30-001,2023-01-18 16:00:00,116.83164707521553,107.17294050615381,38.256901737380595,16.322307185137156,94.52993520829915,正常
维修部C,HP-30,HP-30-001,2023-01-18 17:00:00,115.83218978503653,80.02998716770239,43.24595191555197,8.302453380044241,85.65172360980223,污染故障
维修部C,HP-30,HP-30-001,2023-01-18 18:00:00,139.83225035329636,79.92689000341414,56.74217067171949,11.702076815012786,91.97075499775346,正常
维修部C,HP-30,HP-30-001,2023-01-18 19:00:00,160.77155609153397,146.3169072333996,52.296888000458736,21.910265332231845,99.44942551564216,正常
维修部C,HP-30,HP-30-001,2023-01-18 20:00:00,154.64778592396524,68.34595630031853,64.02467476885332,23.891207141628833,88.94833927699479,正常
维修部C,HP-30,HP-30-001,2023-01-18 21:00:00,122.88960312344828,125.9075659894218,61.771617258857184,6.015057100683208,86.85184643540079,正常
维修部C,HP-30,HP-30-001,2023-01-18 22:00:00,192.25054905195998,53.89266762354252,57.28355291228941,15.80062722422061,98.9344614838555,正常
维修部C,HP-30,HP-30-001,2023-01-18 23:00:00,135.1652523607698,61.75881696901802,34.248947752726245,21.612255261410024,96.32910941963414,正常
维修部C,HP-30,HP-30-001,2023-01-19 00:00:00,186.92042699595999,149.31462308820457,59.91638118016958,15.007237266832485,90.32369238234972,正常
生产部A,HP-30,HP-30-004,2023-01-23 00:00:00,192.72855794134475,115.48278195982373,66.45497386772205,24.796799574857022,84.23011193007638,正常
生产部A,HP-30,HP-30-004,2023-01-23 01:00:00,138.79527983741673,128.83790040177453,58.769054736012876,13.842819481507568,85.98470822133629,正常
生产部A,HP-30,HP-30-004,2023-01-23 02:00:00,173.67651367709513,78.14588461248245,42.8075920393707,13.853434003113364,93.55178427471965,正常
生产部A,HP-30,HP-30-004,2023-01-23 03:00:00,147.82432012912327,133.0121722270576,66.78137869583304,23.264531824402113,95.43521873609936,正常
生产部A,HP-30,HP-30-004,2023-01-23 04:00:00,110.57114183565734,130.48882885997156,55.91983628210359,15.413917194867215,90.9327902766955,正常
生产部A,HP-30,HP-30-004,2023-01-23 05:00:00,106.08888163141077,146.14572506158026,57.559393390193485,6.139212831871883,96.48117674626812,正常
生产部A,HP-30,HP-30-004,2023-01-23 06:00:00,166.65826279846564,126.129990615319,69.53554629024856,9.670287517273616,96.40500906604225,正常
生产部A,HP-30,HP-30-004,2023-01-23 07:00:00,170.65399941030324,141.0612481722805,31.84587979337661,7.148454323123913,90.33609308690531,正常
生产部A,HP-30,HP-30-004,2023-01-23 08:00:00,117.64188492034712,92.69916470292816,41.803130423756045,6.647105004276961,86.58227050891274,正常
生产部A,HP-30,HP-30-004,2023-01-23 09:00:00,124.52873942120917,51.83502681959739,68.41878674891728,12.255937194170933,96.19608213319053,污染故障
生产部A,HP-30,HP-30-004,2023-01-23 10:00:00,162.73700034255984,106.50325227388947,66.84590184855851,25.561773063071943,88.02404915282077,正常
生产部A,HP-30,HP-30-004,2023-01-23 11:00:00,197.80532306235105,74.13606198440469,46.54881372074576,20.046155945450618,89.74508757312216,正常
生产部A,HP-30,HP-30-004,2023-01-23 12:00:00,113.84927704680085,64.3120985816344,44.94406882650617,12.852166133816269,86.25267606851105,正常
生产部A,HP-30,HP-30-004,2023-01-23 13:00:00,97.68031556778605,130.3255555528167,31.941767899331516,17.83060902127784,94.00992187805011,正常
生产部A,HP-30,HP-30-004,2023-01-23 14:00:00,106.70101496201826,100.02611029263925,59.00452068045742,5.665108717063676,100.32947442422909,正常
生产部A,HP-30,HP-30-004,2023-01-23 15:00:00,183.44135890204547,102.08083646431078,42.19458648703965,18.444254497558916,95.94485285173509,正常
生产部A,HP-30,HP-30-004,2023-01-23 16:00:00,128.09567354813743,135.4780409284077,43.09577219947539,15.5335506978229,95.91471038401201,正常
生产部A,HP-30,HP-30-004,2023-01-23 17:00:00,117.30501808386924,146.35965498847844,35.911865373959216,10.083221985533367,80.10309063994242,正常
生产部A,HP-30,HP-30-004,2023-01-23 18:00:00,110.26767107057665,85.68265461747112,61.93524899702336,23.21994489036949,90.36970352902156,正常
生产部A,HP-30,HP-30-004,2023-01-23 19:00:00,161.40001081892203,93.48001615141732,54.67243640506269,24.986346357688205,99.0450970325735,正常
生产部A,HP-30,HP-30-004,2023-01-23 20:00:00,195.01017772747466,89.15502937961882,42.53868809009829,10.631644828054883,83.7410532601434,正常
生产部A,HP-30,HP-30-004,2023-01-23 21:00:00,115.9427895973194,60.384535881172916,68.67653610620648,10.022251407028925,100.11608453172819,正常
生产部A,HP-30,HP-30-004,2023-01-23 22:00:00,146.0734048793532,107.51353668634319,55.59761683931685,5.189710051240242,80.90850640961477,正常
生产部A,HP-30,HP-30-004,2023-01-23 23:00:00,150.24290450885098,133.4657390717382,61.48105659822888,8.468568863494925,97.38348724265876,正常
生产部A,HP-30,HP-30-004,2023-01-24 00:00:00,147.15273606676632,76.95208191287087,36.663013441080295,13.903506310145882,94.52271039978066,正常
