department,设备型号,设备名称,time,液压压力,流量,油温,振动频率,油液清洁度,status
生产部A,HP-30,HP-30-004,2023-01-15 13:00:00,171.47410880888944,146.35924488160762,43.15634841163509,12.578545523380019,86.41177276359699,正常
生产部A,HP-30,HP-30-004,2023-01-15 14:00:00,112.26519506328728,134.1211358789167,64.53622331397658,42.80551165385636,95.09059734224282,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 15:00:00,143.7517820356171,122.79234835890868,40.74708051969393,39.077138364631274,84.05188870018384,正常
生产部A,HP-30,HP-30-004,2023-01-15 16:00:00,106.94839909243925,132.5525054509667,62.51768554383447,32.0107441380496,86.28687522336894,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 17:00:00,127.61719883247184,65.36749906643453,58.30142769605936,33.48576241633639,98.03460295248303,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 18:00:00,163.5350461928129,53.34284343194747,45.11197104280493,44.17378372807428,83.53384594017912,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 19:00:00,171.53649623550797,68.39649172810282,57.701195438212835,38.166082031859816,94.07908522001601,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 20:00:00,148.2003791175589,63.376357751312504,52.33108698462137,44.30449708488381,84.92720013155123,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 21:00:00,121.24343031474041,127.06733032106,67.79598209083592,35.951854611371665,90.1284459101293,泵磨损
生产部A,HP-30,HP-30-004,2023-01-15 22:00:00,114.17825801959967,123.58043140272649,52.63692705539169,21.368721554022514,88.99823255129667,正常
生产部A,HP-30,HP-30-004,2023-01-15 23:00:00,147.38392128004153,88.02647780783062,67.46655549991488,24.184280111024318,83.63254763944887,正常
生产部A,HP-30,HP-30-004,2023-01-16 00:00:00,160.41555416834188,94.63986598033816,54.09809914308783,18.2978081646097,97.8118178908289,泵磨损
液压部A,HP-30,HP-30-002,2023-01-21 00:00:00,132.02981784718267,96.66860143631183,61.090693082706025,24.1561185615329,81.71271770672416,正常
液压部A,HP-30,HP-30-002,2023-01-21 01:00:00,139.76618685039267,54.30208086909002,62.15472996916557,7.149844389169573,93.61057143118352,正常
液压部A,HP-30,HP-30-002,2023-01-21 02:00:00,129.57286696646074,89.36510585863819,36.78326543421946,15.749966419399296,98.12868984692437,泵磨损
液压部A,HP-30,HP-30-002,2023-01-21 03:00:00,186.73106828085966,87.58912000236374,64.77699860206744,8.147303185283151,91.6067619061797,正常
液压部A,HP-30,HP-30-002,2023-01-21 04:00:00,107.40649406281963,110.76765943255454,38.635887997251956,10.188738632554168,94.13394638362647,正常
液压部A,HP-30,HP-30-002,2023-01-21 05:00:00,167.7375926646959,147.81557659829005,55.86977103176512,20.45428273253707,95.64674071393001,正常
液压部A,HP-30,HP-30-002,2023-01-21 06:00:00,26.822514719918125,182.19939532036588,49.12838923806932,16.93033165790569,91.50875320407401,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 07:00:00,38.582950805091166,247.92398111277083,55.358458334442716,20.760541208227913,80.92362026855308,正常
液压部A,HP-30,HP-30-002,2023-01-21 08:00:00,19.818554207192914,180.87804227147248,58.36189223616778,5.852877378796225,89.80247169004161,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 09:00:00,26.463856282100302,244.2588479270286,43.298453705367855,13.034265768026517,93.01776490682293,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 10:00:00,38.92343220853174,202.67265687217005,54.2192982571471,23.832409497769003,90.71570772522261,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 11:00:00,38.68516182126949,254.77946536858195,62.39322118509759,10.482140945354809,83.59637717108833,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 12:00:00,140.9096488783508,114.22278744866007,60.5279430107332,16.11213259938831,95.79937872009725,正常
液压部A,HP-30,HP-30-002,2023-01-21 13:00:00,114.31008132480989,141.73195606377053,34.677461667655706,14.092290907228259,96.11611795511652,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 14:00:00,167.01036840004517,145.11090720327692,68.18562273506751,12.819409788893317,89.97747153225475,液压泄漏
液压部A,HP-30,HP-30-002,2023-01-21 15:00:00,149.41494757354027,106.2362842883846,63.206426788730184,20.846072274348913,93.93894530935907,正常
液压部A,HP-30,HP-30-002,2023-01-21 16:00:00,120.03742224308051,119.06025845560035,39.33568500011828,20.11664602090949,87.90058616517226,正常
液压部A,HP-30,HP-30-002,2023-01-21 17:00:00,162.8514318407057,82.7115352877521,65.79340615318117,10.512903337452292,81.1778549862966,正常
液压部A,HP-30,HP-30-002,2023-01-21 18:00:00,159.26166375683994,116.0083339673323,40.44349068503637,22.978969456823517,96.56075759927201,正常
液压部A,HP-30,HP-30-002,2023-01-21 19:00:00,121.0183827764055,81.76608324694726,52.97713632001344,19.257283045663335,87.13284538893814,正常
液压部A,HP-30,HP-30-002,2023-01-21 20:00:00,135.683011148692,88.06965193310987,62.46622425447028,16.06007180615139,92.69226988855289,正常
液压部A,HP-30,HP-30-002,2023-01-21 21:00:00,134.71554722299018,123.81407739777356,39.01068314506943,12.739769764709552,81.54805001423318,正常
液压部A,HP-30,HP-30-002,2023-01-21 22:00:00,128.91874482202775,121.15155868317278,49.86190594666538,7.585976230385909,90.70628961979749,正常
液压部A,HP-30,HP-30-002,2023-01-21 23:00:00,128.71346449171227,75.23482592128526,60.98644284066538,17.577730224438895,88.73040011934297,正常
维修部C,HP-30,HP-30-003,2023-01-22 00:00:00,150.39105868471506,76.83721691428865,51.93027340687778,6.958906715006717,98.46664623053437,正常
液压部A,HP-30,HP-30-002,2023-01-22 00:00:00,129.5082313880214,134.44240764905587,48.511947888231354,8.38721646649431,93.7177661639303,正常
维修部C,HP-30,HP-30-003,2023-01-22 01:00:00,181.55548340736883,119.56019529852256,38.78452421902921,12.372637240819476,98.3623333540705,正常
维修部C,HP-30,HP-30-003,2023-01-22 02:00:00,199.5983767091997,102.4004206798893,59.71266763095169,18.801487951082603,95.5330970530042,正常
维修部C,HP-30,HP-30-003,2023-01-22 03:00:00,106.03509873022502,67.74283192233193,53.250241855826694,7.178917977002875,98.57606725230899,正常
维修部C,HP-30,HP-30-003,2023-01-22 04:00:00,100.22604088721226,143.07225674642112,34.62277874819305,21.801637858517022,84.96272892238709,正常
维修部C,HP-30,HP-30-003,2023-01-22 05:00:00,174.28537450045275,78.68787183803664,61.89581045409743,22.492123161263912,97.0471393262197,正常
维修部C,HP-30,HP-30-003,2023-01-22 06:00:00,199.50455434421687,95.82231369409251,40.419693760805025,16.67922684082613,82.20931023971018,正常
维修部C,HP-30,HP-30-003,2023-01-22 07:00:00,163.2139360632522,128.5073957904274,42.41449580119981,14.59234745756842,89.64458996749451,正常
维修部C,HP-30,HP-30-003,2023-01-22 08:00:00,160.83967921525885,86.62117668708673,43.426234127558956,23.883483833539856,97.37418413043054,正常
维修部C,HP-30,HP-30-003,2023-01-22 09:00:00,135.47663815499357,62.059605857420785,32.71319951916508,9.447260334498376,97.53426571214027,正常
维修部C,HP-30,HP-30-003,2023-01-22 10:00:00,131.4099341323721,144.4659510896284,42.893408377762725,14.322997763518163,91.06642740703828,正常
维修部C,HP-30,HP-30-003,2023-01-22 11:00:00,141.3544670332853,112.94259379245584,30.20665618195593,20.757348293622947,81.60246260568098,正常
维修部C,HP-30,HP-30-003,2023-01-22 12:00:00,119.22298763654885,51.8139829271956,38.39206034009214,39.55014768775814,82.86780984107006,液压泄漏
维修部C,HP-30,HP-30-003,2023-01-22 13:00:00,160.4369092317032,95.55894022738586,34.19843862255723,35.76198369254489,88.37849595066537,泵磨损
维修部C,HP-30,HP-30-003,2023-01-22 14:00:00,146.36490730472832,89.2733519974951,55.937607486843206,44.20910238563813,87.92064802278013,正常
维修部C,HP-30,HP-30-003,2023-01-22 15:00:00,173.05075312719083,67.72100339739231,32.34062489505277,10.216139513120346,84.47155943579509,正常
维修部C,HP-30,HP-30-003,2023-01-22 16:00:00,194.25798407975282,111.35620363134545,35.00761939365595,23.43204641956084,95.53054238149517,正常
维修部C,HP-30,HP-30-003,2023-01-22 17:00:00,192.93415338234124,74.1560486679312,44.342197177011585,21.516948445911392,81.43171603896958,正常
维修部C,HP-30,HP-30-003,2023-01-22 18:00:00,187.1283352049208,83.20597688942544,42.211953931137714,21.08409703995286,86.90240661179209,正常
维修部C,HP-30,HP-30-003,2023-01-22 19:00:00,201.3786640871944,62.40458003482973,66.22142173590576,18.63217623071532,94.37098714582307,正常
维修部C,HP-30,HP-30-003,2023-01-22 20:00:00,150.1326163312602,51.20215144485414,42.144506806326916,22.50177529667116,93.21106251177795,正常
维修部C,HP-30,HP-30-003,2023-01-22 21:00:00,117.95791004870927,134.6250677694617,60.60273431502646,14.61591813916827,81.22749304642349,正常
维修部C,HP-30,HP-30-003,2023-01-22 22:00:00,117.09116020053116,82.9876871991648,64.98069211631724,8.075700440400707,82.8984619893057,正常
维修部C,HP-30,HP-30-003,2023-01-22 23:00:00,183.77463680681674,139.35803958162361,47.403348306181485,20.473263151275354,91.41281741157368,正常
维修部C,HP-30,HP-30-003,2023-01-23 00:00:00,134.39100129530368,144.30656982877042,67.31294213524757,24.88063961622193,93.39834905995691,正常
