department,设备型号,设备名称,time,气压,流量,温度,湿度,露点,status
气压部A,PA-40,PA-40-005,2023-01-14 04:00:00,6.95326756100125,144.60302160031128,30.977663542854884,33.899279241937464,15.357910160288169,正常
气压部A,PA-40,PA-40-005,2023-01-14 05:00:00,9.76360841724282,135.05048923084254,16.035911460693427,50.87029960835606,7.778528056692909,正常
气压部A,PA-40,PA-40-005,2023-01-14 06:00:00,6.189719574157582,127.97360479390498,23.91100360777507,50.92777509077145,11.540865040026308,正常
气压部A,PA-40,PA-40-005,2023-01-14 07:00:00,6.441978819342975,99.13053402875734,30.753226222189497,39.04573195028388,8.28076089494434,正常
气压部A,PA-40,PA-40-005,2023-01-14 08:00:00,8.7584282029091,299.50196596978464,28.4952032494978,46.05058967312722,11.023665965897154,正常
气压部A,PA-40,PA-40-005,2023-01-14 09:00:00,7.63327549647915,199.1301382073047,20.379607919240904,49.2836759269061,11.463815066396835,正常
气压部A,PA-40,PA-40-005,2023-01-14 10:00:00,8.544836829835084,161.55254405685818,16.445092297877896,37.13262911239845,10.978826750441666,正常
气压部A,PA-40,PA-40-005,2023-01-14 11:00:00,5.558325620860254,189.5056748634387,23.89649188544298,43.86294827481142,12.147717070647918,正常
气压部A,PA-40,PA-40-005,2023-01-14 12:00:00,9.348301631962135,283.5390798852801,27.511021219452388,38.14606209375842,7.211574523094939,正常
气压部A,PA-40,PA-40-005,2023-01-14 13:00:00,9.751416514179214,106.20365797398398,34.70340541637454,48.233538152623495,7.542824100256126,正常
气压部A,PA-40,PA-40-005,2023-01-14 14:00:00,9.104189386210594,100.87000748878029,23.087618728087865,49.39948056877151,12.750343827729859,正常
气压部A,PA-40,PA-40-005,2023-01-14 15:00:00,6.508258602019385,247.60042735060492,16.635431163435346,49.3668000916618,11.800387024233181,正常
生产部C,PA-40,PA-40-003,2023-01-21 00:00:00,7.408835666844891,114.11493914719006,30.22156151577271,37.82893539819929,9.34906898378222,正常
生产部C,PA-40,PA-40-003,2023-01-21 01:00:00,6.1880320275922625,187.32898978667617,23.982333553958536,44.59922980507266,8.722566255940105,正常
生产部C,PA-40,PA-40-003,2023-01-21 02:00:00,7.741230144984132,237.51727372433413,21.85468207010763,50.51875160979857,10.170441618106784,正常
生产部C,PA-40,PA-40-003,2023-01-21 03:00:00,7.346744110812014,247.71982700448228,24.986457240393282,51.203104788693196,5.430683828740191,正常
生产部C,PA-40,PA-40-003,2023-01-21 04:00:00,6.084100035643468,201.43871697894002,22.408566027853933,35.986345278366706,4.995980748984229,正常
生产部C,PA-40,PA-40-003,2023-01-21 05:00:00,7.5027581816952065,187.70607877047917,29.359734729133578,55.54173477381083,5.816872700948087,正常
生产部C,PA-40,PA-40-003,2023-01-21 06:00:00,5.8424742193836225,298.46406578384443,24.97037594601927,49.47877180993976,9.626449675035333,正常
生产部C,PA-40,PA-40-003,2023-01-21 07:00:00,6.4517495148317865,200.83705021556233,28.215393284529362,45.6515027861232,9.217866125146024,正常
生产部C,PA-40,PA-40-003,2023-01-21 08:00:00,5.483643311533098,289.929762775483,17.023990217492134,39.89021161883973,11.558702093117956,正常
生产部C,PA-40,PA-40-003,2023-01-21 09:00:00,9.298815319397438,203.22990895987928,27.810540161969097,37.19496471365794,10.811767841844564,正常
生产部C,PA-40,PA-40-003,2023-01-21 10:00:00,9.108128169412035,185.3513113765844,20.70659571468799,37.291622867936894,12.04061382292774,正常
生产部C,PA-40,PA-40-003,2023-01-21 11:00:00,8.653770181006212,232.2564381368161,25.067902133493455,46.77729353735519,11.959146353845291,正常
生产部C,PA-40,PA-40-003,2023-01-21 12:00:00,7.351499337566031,209.49401196997297,27.32476659805613,34.51351083448469,9.095556023410868,正常
生产部C,PA-40,PA-40-003,2023-01-21 13:00:00,9.623646436192475,233.42911063666793,16.490960931133497,58.84984351510823,5.597902552855891,正常
生产部C,PA-40,PA-40-003,2023-01-21 14:00:00,8.276217213522607,267.99074089287785,34.381585721667236,41.42017642175725,13.460639834644025,正常
生产部C,PA-40,PA-40-003,2023-01-21 15:00:00,7.233344760321406,174.52851331700256,18.77732045316924,38.72934513743639,13.817363061909793,正常
生产部C,PA-40,PA-40-003,2023-01-21 16:00:00,10.170516220578126,153.16360579001866,22.476682518481987,37.856935740224735,14.804443455151734,正常
装配部,PA-40,PA-40-006,2023-01-24 00:00:00,9.217291033349792,114.10361559721346,20.911795151717868,46.418897840749075,10.105768205909671,正常
装配部,PA-40,PA-40-006,2023-01-24 01:00:00,9.742783867488805,243.63366638717238,17.610009240459444,36.65306999064558,5.699972055611291,正常
装配部,PA-40,PA-40-006,2023-01-24 02:00:00,5.356241936128114,244.7592662822585,21.0058681924859,34.83426922752732,11.568084704017181,正常
装配部,PA-40,PA-40-006,2023-01-24 03:00:00,6.725943520133257,165.47307004812365,26.461056943352645,54.1084117809896,7.467590257303829,正常
装配部,PA-40,PA-40-006,2023-01-24 04:00:00,6.988945304603561,141.34294691152888,20.435633933607686,40.836893223240125,13.954853985362979,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 05:00:00,6.872660696189159,243.8681411986188,15.897845644665605,46.67914572448859,6.681128236254702,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 06:00:00,9.483545115345121,192.79880857906682,19.975209728569716,44.033730796148525,7.631443992342313,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 07:00:00,5.717704065855454,197.95811773087883,22.95311082403632,49.05674592921813,9.821883676690325,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 08:00:00,5.793549456949272,252.3199758970088,25.452342566803907,42.47162703753715,12.246959774216682,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 09:00:00,9.539430250373085,232.41051467451445,17.04498428301211,48.680434669414325,11.066205815642267,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 10:00:00,7.397881596966562,228.80338531606736,35.06271155150233,48.40921533746729,7.197371867227538,压力调节故障
装配部,PA-40,PA-40-006,2023-01-24 11:00:00,9.369373826519102,198.35605315476622,21.45018150133559,38.43089120194432,7.540845093844769,正常
装配部,PA-40,PA-40-006,2023-01-24 12:00:00,6.765425813531478,151.12393592720483,23.457740404593434,56.143085952732626,5.72998596025891,正常
装配部,PA-40,PA-40-006,2023-01-24 13:00:00,7.917201317081209,154.04511719967567,28.370581473315784,44.29051578523815,9.316623541776956,正常
装配部,PA-40,PA-40-006,2023-01-24 14:00:00,7.586862288947615,286.19109483316663,30.847351291220114,47.89798912040439,8.653643309928663,正常
装配部,PA-40,PA-40-006,2023-01-24 15:00:00,5.918780709615961,269.7239824245138,28.13276970087189,53.1325011997165,13.118885864124147,正常
气压部A,PA-40,PA-40-004,2023-01-27 00:00:00,8.078667108771617,153.03136943903908,22.230973286957973,46.41228846535405,11.950317037992981,正常
气压部A,PA-40,PA-40-004,2023-01-27 01:00:00,5.86651364579658,284.3711626342778,22.19400692970298,34.37428618242899,13.060366799974183,正常
气压部A,PA-40,PA-40-004,2023-01-27 02:00:00,8.586947224251531,241.68552285610045,17.29306058988004,38.9545463656963,11.594095768135494,正常
气压部A,PA-40,PA-40-004,2023-01-27 03:00:00,7.38849413848857,116.94199015672578,20.252445324509385,33.09376955517637,7.239673383178128,正常
气压部A,PA-40,PA-40-004,2023-01-27 04:00:00,8.266765473182872,182.5418464379725,15.594790978793974,41.83471765560422,5.259044487212197,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 05:00:00,9.016057090924184,193.73382282909526,27.63690718639743,33.983091002567505,13.457708065340155,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 06:00:00,7.109322531467261,241.680840304727,27.754004547010314,38.250297183612865,6.804883146469117,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 07:00:00,8.500437228907144,167.91917414296904,34.65886513049534,53.654016639947265,11.17990399646623,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 08:00:00,8.149667380999254,195.25315895172156,30.33714724247383,53.14233497773639,5.563779441833124,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 09:00:00,7.554064685480952,205.27561867984414,21.03373249866804,33.172655772113146,7.710744673216686,压力调节故障
气压部A,PA-40,PA-40-004,2023-01-27 10:00:00,7.090537992189261,217.81144487222622,23.636166190478974,57.73147888128765,11.55184161248558,正常
气压部A,PA-40,PA-40-004,2023-01-27 11:00:00,7.615361323443916,236.64673275583223,29.466641191049412,48.603255964386754,14.252231053430377,正常
气压部A,PA-40,PA-40-004,2023-01-27 12:00:00,7.953190321785781,247.20786264061368,25.898783542607642,51.61169501870511,12.096849727577023,正常
气压部A,PA-40,PA-40-004,2023-01-27 13:00:00,7.400696371043082,204.29268610235283,22.625503072354785,49.2614322504311,11.042895805927525,正常
气压部A,PA-40,PA-40-004,2023-01-27 14:00:00,6.92184244505974,128.80056484656217,20.457368477899564,47.782819396474274,14.30833074782798,正常
气压部A,PA-40,PA-40-004,2023-01-27 15:00:00,9.198354519305681,127.49960164810301,35.32735968339127,56.7595357545665,7.924564772744569,正常
气压部A,PA-40,PA-40-004,2023-01-27 16:00:00,6.802791667392128,194.15852086003974,26.465838439097404,46.80932369291697,4.996042005999954,正常
装配部,PA-40,PA-40-002,2023-01-31 00:00:00,9.677604990256706,151.28960170804785,29.786880530386,36.95162964597131,6.042501186146211,正常
装配部,PA-40,PA-40-002,2023-01-31 01:00:00,6.429260242026753,204.31360948578248,16.44209051085985,31.701241986867704,10.308398352320909,正常
装配部,PA-40,PA-40-002,2023-01-31 02:00:00,9.447771390647683,282.61295046497077,22.94960197486059,56.1208148997761,11.505708389262182,正常
装配部,PA-40,PA-40-002,2023-01-31 03:00:00,6.5274953342583455,224.24323685393605,29.477506481590957,46.266287168068246,12.93566744775173,正常
装配部,PA-40,PA-40-002,2023-01-31 04:00:00,8.756103516730711,231.96409453337137,27.290556979118076,92.26066360398937,20.542564075673685,干燥器故障
装配部,PA-40,PA-40-002,2023-01-31 05:00:00,5.43513073018582,268.35289222861013,34.09144037613666,82.5218814089317,22.242439018896434,干燥器故障
装配部,PA-40,PA-40-002,2023-01-31 06:00:00,7.020845578059896,235.74168069421998,21.94166706968578,78.28329994249103,20.65786332860735,干燥器故障
装配部,PA-40,PA-40-002,2023-01-31 07:00:00,5.489275937145251,203.35917831217847,25.130313110274926,99.26700298046214,18.868232340359015,干燥器故障
装配部,PA-40,PA-40-002,2023-01-31 08:00:00,9.530912900353634,230.8809468678205,28.83214751782562,107.6422517041733,25.2717508117004,干燥器故障
装配部,PA-40,PA-40-002,2023-01-31 09:00:00,9.376945570817824,153.00495608249042,16.44300620524287,38.83309042301278,7.004049155869367,正常
装配部,PA-40,PA-40-002,2023-01-31 10:00:00,8.760193657364677,138.08594724016447,20.38611161697097,40.47408953174626,8.947075739348213,正常
装配部,PA-40,PA-40-002,2023-01-31 11:00:00,6.893212559321064,163.59819113637283,35.25077252364518,30.89119877771705,10.352796719540898,正常
装配部,PA-40,PA-40-002,2023-01-31 12:00:00,9.446266949277396,248.40378280639158,22.210273616013513,33.99794548876365,5.356429524296549,正常
装配部,PA-40,PA-40-002,2023-01-31 13:00:00,8.63201262741285,108.18353145618663,18.133590381823087,45.20915446898511,13.13262298764966,正常
装配部,PA-40,PA-40-002,2023-01-31 14:00:00,7.252997779910425,291.9291132146449,23.814932132673654,48.824845015658454,13.877209948309236,正常
装配部,PA-40,PA-40-002,2023-01-31 15:00:00,8.459477473959048,186.14559663948344,22.685321699948666,42.15949714739661,11.955072416528518,正常
装配部,PA-40,PA-40-002,2023-01-31 16:00:00,6.277869650407874,206.94867604391712,31.796184825621587,38.91903439152586,9.295298520458733,正常
