department,设备型号,设备名称,time,气压,流量,温度,湿度,露点,status
生产部C,PA-40,PA-40-001,2023-01-02 22:00:00,3.556066130847387,22.544748393138864,30.048843098081864,37.66470608607964,9.296198199307502,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-02 23:00:00,4.124793758481474,,34.7380607784913,50.46350400990043,13.036026740608754,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 00:00:00,8.276348124519949,183.5097931219846,,34.506142779213626,11.155203463085549,正常
生产部C,PA-40,PA-40-001,2023-01-03 01:00:00,9.02429376198713,149.72098549277098,34.33072940809076,44.74725087017018,14.385423392588958,正常
生产部C,PA-40,PA-40-001,2023-01-03 02:00:00,7.402755899957292,204.05859729419208,16.141666490747536,32.737436805047395,9.644761653947151,正常
生产部C,PA-40,PA-40-001,2023-01-03 03:00:00,9.595508391623037,249.6083497706022,19.43459050487689,33.6268981215211,13.228396063526851,正常
生产部C,PA-40,PA-40-001,2023-01-03 04:00:00,9.621890058356286,153.37895959385398,23.276286122614152,42.02711479611247,7.325210462133423,正常
生产部C,PA-40,PA-40-001,2023-01-03 05:00:00,6.5142132704464535,178.38801341312106,31.53911334493529,47.33084688275615,9.06473190888115,正常
生产部C,PA-40,PA-40-001,2023-01-03 06:00:00,5.348165689512635,293.409458617384,33.11663593165447,41.13632555292153,14.670797847513231,正常
生产部C,PA-40,PA-40-001,2023-01-03 07:00:00,7.245933330799539,255.0743084793174,34.84076807036148,55.37743039175868,11.993289876818093,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 08:00:00,6.203515082785332,171.26917983988236,27.895583188002817,37.68505917480821,11.090952332299969,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 09:00:00,8.811195969563396,158.42692996683098,22.890103183307687,34.49757142489937,13.19436040244732,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 10:00:00,6.137202801859971,182.5848039091365,32.80809061382992,52.1018822139557,8.781840924925502,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 11:00:00,7.528209962240685,199.09425128531228,22.41969425630021,52.13362236209819,12.272388517690256,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 12:00:00,6.083008045887623,244.73781243688333,28.18976510603741,40.52801576904708,10.870009591703292,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-03 13:00:00,9.253312080828922,165.0715792170173,20.630778784146884,40.50886225371575,5.839907233116217,正常
生产部C,PA-40,PA-40-001,2023-01-03 14:00:00,3.7818893992999993,38.848225460679686,25.19664215155516,51.30482064792016,14.125371147850068,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 15:00:00,4.079302756923648,57.33104241262232,18.027870301131312,30.203258913775414,12.971822136702553,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 16:00:00,4.029979189854887,53.45088406469044,19.71938920451525,52.014332476422965,9.030376795216384,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 17:00:00,,40.18904792841264,23.714686886919523,43.76162868944986,5.330272093257987,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 18:00:00,3.857859017455029,3.124921413465156,18.892444615089552,48.57925426214115,8.275040089163523,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 19:00:00,4.060558099393606,14.271494949347494,23.628119253847228,39.085389901687485,6.232259357807141,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 20:00:00,4.4085761969642165,56.693890118693936,21.875849546718936,49.15491360191133,12.085590049069454,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 21:00:00,8.16208415468249,294.9352970817504,17.69320000881867,57.23728630439449,6.8941775260479,正常
生产部C,PA-40,PA-40-001,2023-01-03 22:00:00,3.5799122765810245,24.19048600709836,20.55045705002862,51.70383976973015,8.194031852824258,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-03 23:00:00,3.5023014657596234,38.05548214279943,21.06322005436333,57.52587691446349,9.268002201293411,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 00:00:00,3.8511329041107496,27.739572301962635,29.126262899695536,33.24219059075072,5.929970312058946,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 01:00:00,4.410920348884794,26.84250975200749,22.274707966145574,44.81989408902588,13.694806849161802,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 02:00:00,3.676193660116732,53.69452396802555,26.07772731483957,45.6935102216561,6.239038956134162,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 03:00:00,3.934419021918223,49.09982834111357,15.705790130111376,51.294250843830994,10.991948097165222,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 04:00:00,3.643303902293988,23.611411828830303,19.064229837428314,35.58535796314396,5.218943751741275,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 05:00:00,3.6219415926956895,12.207342200772406,20.96910056783737,57.818548896270094,5.68654655213378,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 06:00:00,3.787454291429029,6.114570356026022,25.67730117931044,30.28521049363229,8.458258219677962,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 07:00:00,4.4579258381251705,22.776942810449707,19.09366893569802,33.01702195277179,8.335951624207187,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 08:00:00,3.7658471180513136,55.88047738331946,15.040650527087465,59.49765075896206,14.717998347197817,过滤器堵塞
生产部C,PA-40,PA-40-001,2023-01-04 09:00:00,5.11155041457883,205.1426957239668,30.54686439799977,40.38418892500617,8.94798441592543,正常
生产部C,PA-40,PA-40-001,2023-01-04 10:00:00,9.482192567797812,183.0843884545568,27.78887269800492,55.85164396671947,14.360237817020986,正常
生产部C,PA-40,PA-40-001,2023-01-04 11:00:00,5.674218549883937,142.16852144260497,15.369856260922177,55.63102427094741,8.523859055006785,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 12:00:00,9.425627451802404,141.5072573594394,14.54790205207802,55.4824183782636,12.761436038199808,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 13:00:00,6.593595299668018,237.51200276000623,25.98591279689596,48.81892102561466,12.669355786063573,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 14:00:00,7.417810334526625,189.4435420348489,26.185019645517148,44.51964838711877,10.07209904828638,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 15:00:00,7.189905667199401,221.39672514716244,28.55789996374994,49.53356800970517,11.368426440437752,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 16:00:00,8.475324014399217,160.24138685269554,19.68920886448723,36.50439687434218,4.9807573934196725,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 17:00:00,8.818862227564368,159.30391775389282,20.769341071974,30.04220211984676,9.863540887586518,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-04 18:00:00,8.832110821722557,271.50271727340345,28.639982260076582,41.18358859840448,4.833467401607464,正常
生产部C,PA-40,PA-40-001,2023-01-04 19:00:00,9.755262642636035,226.7839119422069,24.34082051576472,57.297509357506215,13.507433735383335,正常
生产部C,PA-40,PA-40-001,2023-01-04 20:00:00,8.946269786643352,162.90440764995512,27.990307075609778,38.6494421790021,12.259996511980708,正常
生产部C,PA-40,PA-40-001,2023-01-04 21:00:00,8.731512223469467,170.83936605170894,22.581395917922222,32.79393346527623,14.457624393818094,正常
生产部C,PA-40,PA-40-001,2023-01-04 22:00:00,6.668142761057473,126.1683398244956,28.483759514691243,39.31292142778887,14.685804354547662,正常
生产部C,PA-40,PA-40-001,2023-01-04 23:00:00,7.4185299508463,178.0288765251937,34.62397033154045,53.29107071938525,5.059824372199728,正常
生产部C,PA-40,PA-40-002,2023-01-05 00:00:00,6.611593277763153,172.2319531232183,17.850569034933425,57.83677437721592,11.534782601610544,正常
生产部C,PA-40,PA-40-001,2023-01-05 00:00:00,6.562126776784293,266.22021713245266,28.580577637484435,37.16451636985256,5.85874850256817,正常
生产部C,PA-40,PA-40-001,2023-01-05 01:00:00,6.366236671791179,185.85971519081528,19.51247957735757,54.42391832755174,8.790353435400043,正常
生产部C,PA-40,PA-40-002,2023-01-05 01:00:00,6.493924293545983,229.7998897380222,31.742440255204567,74.38239372571674,22.30064153448464,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 02:00:00,8.985289850026026,246.44169855744545,16.198098401795008,46.05275955984128,8.909990085463443,正常
生产部C,PA-40,PA-40-002,2023-01-05 02:00:00,8.671920171265805,162.35543740908702,20.95892675711005,91.98347067190656,23.631944680284448,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 03:00:00,9.438591846384574,256.30958587717,32.19885255209713,42.210888777728734,5.922853738149488,正常
生产部C,PA-40,PA-40-002,2023-01-05 03:00:00,9.580957182037722,153.80544534416725,34.02789743274206,91.37961730710792,23.089528484710417,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 04:00:00,5.939252816806256,116.51478782231302,30.53210768396705,54.390076064515306,5.080686635050105,正常
生产部C,PA-40,PA-40-002,2023-01-05 04:00:00,6.015603267407795,233.1679310271928,17.270829501281085,86.50981359887443,19.501702037390228,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 05:00:00,6.36061907613102,258.2671603685098,17.892788851808948,80.95471156387816,25.08863795137374,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 05:00:00,4.150692862183934,24.090847669268754,27.31080942645788,51.78608454229049,4.7953576279884365,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 06:00:00,8.327191403415563,165.95346167570116,21.33152377598062,77.2582056390742,25.993370708805195,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 06:00:00,4.185546971995816,49.887932659365696,22.03764803938404,45.156303701804696,13.2330344302006,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 07:00:00,6.444156821693208,292.74076786089034,19.32792415146981,58.61922148867102,9.896356666242523,正常
生产部C,PA-40,PA-40-001,2023-01-05 07:00:00,4.176962722734224,22.643275881321465,16.89669606641366,52.59898572542144,14.005488212390954,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 08:00:00,6.588196260486124,191.51185920414693,34.22857415906337,58.08738571734318,13.799459293953282,正常
生产部C,PA-40,PA-40-001,2023-01-05 08:00:00,3.6549483926388113,38.68967065802379,28.86140601909372,37.00710546060921,8.158888232924769,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 09:00:00,8.541195550448064,95.6544025750192,16.738762681115887,41.82239669557282,5.975233522893238,正常
生产部C,PA-40,PA-40-001,2023-01-05 09:00:00,3.7398356813911215,19.15395023917062,27.89357103563737,59.8849361542407,10.93132998496266,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 10:00:00,6.108431813447355,179.6655955463707,26.23738072135209,34.500568603173456,12.32005903845831,正常
生产部C,PA-40,PA-40-001,2023-01-05 10:00:00,3.839016195000736,54.41653913673925,23.551560030936013,58.84180660558542,5.899118928137372,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 11:00:00,7.564628697931059,278.2905004182925,35.5627742448369,106.38004111772533,21.476385138673574,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 11:00:00,4.276376376121158,7.673712889772615,32.64707104362543,44.71251095604629,5.906810654246356,过滤器堵塞
生产部C,PA-40,PA-40-002,2023-01-05 12:00:00,9.05815775175648,175.5344380284121,15.862602801586942,98.27343394545012,22.206612890996396,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 12:00:00,5.926449407165908,242.2136358035453,29.708612148254247,77.57283885714016,18.86173119092301,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 13:00:00,6.369532589205046,127.31601920640595,21.706958451172696,86.13590016704109,21.103875384189436,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 13:00:00,7.0655304020568686,223.0511342043694,27.328814608396844,72.86839031662237,20.27598192020699,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 14:00:00,5.3051734217937945,305.67001004532653,26.94937414916276,58.36610386217066,9.29068290763649,正常
生产部C,PA-40,PA-40-001,2023-01-05 14:00:00,8.835256157605365,260.1396766228374,33.56812506773215,90.9676748121176,24.001755113222607,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 15:00:00,6.948329683135848,224.26999913703804,20.71861341016808,75.68340072856434,23.293062177966476,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 15:00:00,9.58835113540327,191.03105689257015,27.577679679239804,48.48940583745881,12.1037287167845,正常
生产部C,PA-40,PA-40-002,2023-01-05 16:00:00,5.714436850205013,136.06267804516403,18.62282552352906,38.8923129559452,8.048080334981009,正常
生产部C,PA-40,PA-40-001,2023-01-05 16:00:00,9.17939262020812,233.29039574953825,23.89021057352584,91.02030190987816,22.562819754046807,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-05 17:00:00,9.161686299004884,146.57535900672315,29.617811903124725,73.7643202657878,19.099865018581013,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 17:00:00,5.183290219493786,212.00177365333343,20.42597579713244,35.71280387517692,9.686203169869929,正常
生产部C,PA-40,PA-40-001,2023-01-05 18:00:00,7.570544557843032,276.72111002204906,17.102399348805147,77.27139104343752,19.75237079194077,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 18:00:00,10.03583708809299,134.10716880888026,24.62503625607765,29.67014160091948,7.156984355120736,正常
生产部C,PA-40,PA-40-001,2023-01-05 19:00:00,6.958347261455563,138.04538896765416,21.95827415972847,75.80584675756253,19.163122310060004,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-05 19:00:00,8.51966007162238,202.8312863642198,23.318172580985188,45.62201501012773,7.542715444831334,正常
生产部C,PA-40,PA-40-001,2023-01-05 20:00:00,8.368496559140647,161.4088333480592,21.77810305528289,55.119256622343336,9.540891619259517,正常
生产部C,PA-40,PA-40-002,2023-01-05 20:00:00,9.974309403424488,274.7287797272022,16.41796189662445,36.9365962590099,10.305740340356357,正常
生产部C,PA-40,PA-40-002,2023-01-05 21:00:00,8.136056879754495,198.22321529737357,23.47806276502968,30.38768646008196,14.0186930934892,正常
生产部C,PA-40,PA-40-001,2023-01-05 21:00:00,7.714773622632374,129.0767219792857,27.45492539386145,33.18423365583237,13.420407635910834,正常
生产部C,PA-40,PA-40-002,2023-01-05 22:00:00,5.153812204802819,216.63197509383468,25.74488565838965,39.1910418640483,9.73489911434982,正常
生产部C,PA-40,PA-40-001,2023-01-05 22:00:00,5.37246984004931,215.43384191353957,18.926108936220945,51.65627184501297,6.118899530758604,正常
生产部C,PA-40,PA-40-001,2023-01-05 23:00:00,7.828909403679252,232.2286463726464,30.367501180709265,39.36907893027451,8.498036852353785,正常
生产部C,PA-40,PA-40-002,2023-01-05 23:00:00,6.335594296454717,137.878368698101,33.676340401579935,41.19627386525638,13.70467270293468,正常
生产部C,PA-40,PA-40-001,2023-01-06 00:00:00,6.573911168759349,196.05927961293347,30.02997357848376,54.01860692406893,13.691679518966968,正常
生产部C,PA-40,PA-40-002,2023-01-06 00:00:00,8.973795308078769,174.15508734446598,20.6944841192657,57.10710038120198,14.35071259255846,正常
生产部C,PA-40,PA-40-001,2023-01-06 01:00:00,9.503163976507793,175.7020891815332,18.624782916291537,59.21559577352194,12.811189976723892,正常
生产部C,PA-40,PA-40-002,2023-01-06 01:00:00,9.044514553022456,121.20144795097806,23.53868098935885,37.32957224107686,7.779696034961216,正常
生产部C,PA-40,PA-40-001,2023-01-06 02:00:00,6.269708899392154,273.29372930688606,15.677149256068162,50.97131371732571,6.732484325733785,正常
生产部C,PA-40,PA-40-002,2023-01-06 02:00:00,5.84087153870112,154.95514638522977,33.24861694925052,58.01799694611413,6.992946822780263,正常
生产部C,PA-40,PA-40-001,2023-01-06 03:00:00,6.684977850706264,168.16848513567746,31.179153215142968,50.67294461265741,12.48856318771141,正常
生产部C,PA-40,PA-40-002,2023-01-06 03:00:00,10.184487695239298,145.31812312105183,18.07752426742308,42.36669919054,11.740694419500237,正常
生产部C,PA-40,PA-40-001,2023-01-06 04:00:00,6.733287240249562,295.6157068718273,25.710656676542957,51.5760957984411,10.366327627121589,正常
生产部C,PA-40,PA-40-002,2023-01-06 04:00:00,6.947361233616751,291.75868955647974,26.356185343111523,55.31506381982167,10.463809341685533,正常
生产部C,PA-40,PA-40-002,2023-01-06 05:00:00,6.246382893393568,216.9770466301008,20.863835387329384,56.28865838234159,13.431293745659742,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 05:00:00,7.589160702360291,166.882089854928,4.892700244780579,140.99400035844317,13.321770209116956,冷凝故障
生产部C,PA-40,PA-40-002,2023-01-06 06:00:00,8.267128810809293,144.2731935221451,23.174001065738445,30.95105141174758,9.61497843865176,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 06:00:00,9.58074918630762,236.30214627382756,0.2767826686638056,116.78090796474706,5.058313269730702,冷凝故障
生产部C,PA-40,PA-40-001,2023-01-06 07:00:00,5.2551702213405,285.57626738937466,2.774579002446235,91.83626103180308,13.12679311178012,冷凝故障
生产部C,PA-40,PA-40-002,2023-01-06 07:00:00,7.826256562161914,254.8467623686587,23.83519081167133,35.560649400565886,8.846013307357667,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 08:00:00,8.797226335008915,204.1124028710995,0.7156085432347964,118.95477439223338,10.333617678483783,冷凝故障
生产部C,PA-40,PA-40-002,2023-01-06 08:00:00,6.367289767766999,190.34112957263383,27.038678088864444,57.675181432389685,7.456447061058472,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 09:00:00,8.060310111880634,112.10246760883652,2.3866383459395912,99.69023982118158,5.081219524939198,冷凝故障
生产部C,PA-40,PA-40-002,2023-01-06 09:00:00,6.11934120092312,278.6847560726953,33.134940869574265,47.00837024878384,7.176983491979598,正常
生产部C,PA-40,PA-40-001,2023-01-06 10:00:00,7.081848587761623,127.21767852378582,29.408717930586665,59.15536352524885,13.309690466930777,正常
生产部C,PA-40,PA-40-002,2023-01-06 10:00:00,5.449841461725163,244.66050982231823,16.300773408552917,57.16389823859936,11.749832282889669,压力调节故障
生产部C,PA-40,PA-40-002,2023-01-06 11:00:00,9.091983169340178,201.4811675118609,26.89354578303309,44.919782951634176,14.520715376529711,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 11:00:00,5.290507830687687,147.79082340033338,28.45953894481073,29.02058285731851,11.717632443895878,正常
生产部C,PA-40,PA-40-001,2023-01-06 12:00:00,8.777443277181883,279.36478047697284,31.784906624760865,47.90766696040135,12.586346171668511,正常
生产部C,PA-40,PA-40-002,2023-01-06 12:00:00,7.20242562619816,147.74842504421912,14.338131228987653,58.410593420677,6.088239018810438,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 13:00:00,9.524155327487524,163.14490213408547,25.382297544798643,51.65650806811506,8.802556988984621,正常
生产部C,PA-40,PA-40-002,2023-01-06 13:00:00,5.63557859291673,164.96952428769995,24.827943953218163,58.460319667059856,9.916012631633029,压力调节故障
生产部C,PA-40,PA-40-002,2023-01-06 14:00:00,7.91467145484319,177.5001931247809,18.660010243930586,44.72059529532052,11.997905607449152,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 14:00:00,8.961082519538603,126.89757119178178,19.337084501300748,46.516216607012616,7.310243443989194,正常
生产部C,PA-40,PA-40-001,2023-01-06 15:00:00,6.525973181409419,223.73588150863137,31.523994812271404,39.54465066459343,14.49240296224566,正常
生产部C,PA-40,PA-40-002,2023-01-06 15:00:00,9.221484947602605,151.8188121059501,33.67277044979193,42.581343458356486,10.614536770177253,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 16:00:00,8.646435138046904,112.03271310607668,30.7586875805013,33.52802404342718,10.22674009536453,正常
生产部C,PA-40,PA-40-002,2023-01-06 16:00:00,5.309770004753151,209.79892004676748,30.83647933974493,31.32703726479066,10.357332179923494,压力调节故障
生产部C,PA-40,PA-40-002,2023-01-06 17:00:00,9.585479922011547,165.27574786292632,34.2261118634172,47.39911852301771,10.758098237453284,压力调节故障
生产部C,PA-40,PA-40-001,2023-01-06 17:00:00,5.144524562461607,212.9682698950512,30.424380521788983,49.47483809448054,11.615548096752327,正常
生产部C,PA-40,PA-40-002,2023-01-06 18:00:00,2.743908880717353,396.2215293537603,22.121320612061083,51.69880628568358,5.70735447198549,泄漏故障
生产部C,PA-40,PA-40-001,2023-01-06 18:00:00,5.1175977940529,237.95981670622183,15.99808682542522,57.19054687327254,13.025945070969996,正常
生产部C,PA-40,PA-40-001,2023-01-06 19:00:00,8.92496478128412,271.2345108951516,27.56843729681913,33.4158643231502,10.849779742092002,正常
生产部C,PA-40,PA-40-002,2023-01-06 19:00:00,1.881733955932714,444.6330712806012,23.311355910547285,37.6441058176045,8.22312130411389,泄漏故障
生产部C,PA-40,PA-40-001,2023-01-06 20:00:00,5.31338467720806,180.5106706244723,22.1545525641256,46.63890897759795,9.354178697360544,正常
生产部C,PA-40,PA-40-002,2023-01-06 20:00:00,0.8316082550317692,451.817138207328,16.307558893781223,49.70452521305624,10.070558516557684,泄漏故障
生产部C,PA-40,PA-40-001,2023-01-06 21:00:00,9.54698548593718,257.58465552114006,26.85446222460098,90.56027725975552,18.86314663659678,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-06 21:00:00,0.0609362753565002,497.890281965275,21.6838515687278,33.005121174902584,6.067841609739753,泄漏故障
生产部C,PA-40,PA-40-002,2023-01-06 22:00:00,8.05003782231757,138.39689463822845,35.138647473818246,30.994533636198632,13.756317255336524,正常
生产部C,PA-40,PA-40-001,2023-01-06 22:00:00,7.573134220176098,272.1515470312945,31.12539418705525,101.30744031133368,22.01813264706552,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-06 23:00:00,5.045387316381151,302.13285202780344,18.607485217013576,105.54454437028798,24.099433231881157,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-06 23:00:00,5.585968299634555,143.94349575711792,23.99788569690541,57.99863005698923,12.346153251760963,正常
生产部C,PA-40,PA-40-002,2023-01-07 00:00:00,9.140813493702032,285.15874712565414,34.68225232804989,32.555627746406735,11.969093771586552,正常
生产部C,PA-40,PA-40-001,2023-01-07 00:00:00,7.367289438235514,238.46464430055315,16.534294749075634,87.10573443828739,26.899410953855693,干燥器故障
生产部C,PA-40,PA-40-001,2023-01-07 01:00:00,7.575025145876841,109.58130022693705,29.764584448701648,90.14603641992188,22.71226527463605,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-07 01:00:00,6.334006463224995,232.1396612742608,26.409360797120527,58.633522973513706,7.461408383148822,正常
生产部C,PA-40,PA-40-001,2023-01-07 02:00:00,9.679582250593612,197.7689076327739,30.45235296575793,103.18607676577936,22.16350934127157,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-07 02:00:00,5.197175569992247,242.12696747189105,17.98409056224073,41.34672558228133,6.199788570819944,正常
生产部C,PA-40,PA-40-001,2023-01-07 03:00:00,7.469163615097244,199.3267322367417,18.537749143296494,85.71559168900335,26.234919302938657,干燥器故障
生产部C,PA-40,PA-40-002,2023-01-07 03:00:00,8.985844749208152,234.64212623197128,21.55836522201441,33.37009527322888,8.334100285627876,正常
生产部C,PA-40,PA-40-001,2023-01-07 04:00:00,9.154361973158924,225.9314665107324,16.78851968851985,36.44386470533463,8.046932043868496,正常
生产部C,PA-40,PA-40-002,2023-01-07 04:00:00,5.256525064591061,171.3237619263789,25.670194137094743,30.827021881419903,11.4462454135313,正常
生产部C,PA-40,PA-40-002,2023-01-07 05:00:00,7.405144475846548,231.1648462472732,23.597629203065143,42.0890370968662,13.006169093703122,正常
生产部C,PA-40,PA-40-001,2023-01-07 05:00:00,5.786686781303678,103.6266036529843,28.66610161391485,41.363281157570576,7.538872374662002,正常
生产部C,PA-40,PA-40-002,2023-01-07 06:00:00,9.794653039380236,240.84506743765564,32.272339049608746,36.6264096224144,14.738749076016216,正常
生产部C,PA-40,PA-40-001,2023-01-07 06:00:00,9.575930679773386,266.4004579343372,19.867703276974517,55.26358632359495,10.847432118928433,正常
生产部C,PA-40,PA-40-001,2023-01-07 07:00:00,5.228754644793876,122.63260994496424,20.08399323305109,50.09767219073337,12.713407076888686,正常
生产部C,PA-40,PA-40-002,2023-01-07 07:00:00,5.279180902904719,193.87227738002912,29.337804559649797,42.17681026219511,6.224994423927859,正常
生产部C,PA-40,PA-40-001,2023-01-07 08:00:00,5.357041016363867,232.6816961431439,20.446924009912827,34.82533927160158,11.347792097661069,正常
