timestamp,device_id,department,temp,vibration,oil_pressure,voltage,rpm,故障类型
2023-10-21 05:24:00,DEV-079,研发部,57.17,1.46,5.88,207.7,1577.62,正常运行
2023-09-09 09:47:00,DEV-037,质检部,95.12,1.93,2.82,194.71,2118.75,润滑系统异常
2022-03-02 10:39:00,DEV-087,研发部,62.33,1.12,15.0,200.98,1734.17,正常运行
2024-04-18 10:40:00,DEV-026,质检部,51.12,3.85,13.98,195.36,2742.98,传动系统异常
2022-10-05 16:13:00,DEV-071,维修部,69.47,0.0,9.15,195.07,1993.55,正常运行
2024-02-15 16:40:00,DEV-099,生产部,67.11,3.23,7.53,230.52,2611.39,传动系统异常
2024-09-12 04:20:00,DEV-082,质检部,67.62,0.14,8.06,250.0,1902.87,正常运行
2023-07-13 03:36:00,DEV-074,维修部,61.24,0.87,9.39,232.06,1845.85,正常运行
2022-07-26 13:40:00,DEV-086,质检部,51.33,1.46,11.32,228.87,2268.52,正常运行
2023-02-24 02:44:00,DEV-099,维修部,54.3,1.99,14.01,217.89,1966.28,正常运行
2022-08-07 14:37:00,DEV-097,维修部,53.37,3.0,11.47,224.29,1786.66,正常运行
2024-02-01 13:58:00,DEV-080,维修部,57.53,1.95,9.59,231.7,1765.16,正常运行
2023-01-16 02:21:00,DEV-070,研发部,53.78,2.06,13.09,221.63,2092.53,正常运行
2023-01-10 02:42:00,DEV-078,生产部,77.12,2.32,9.21,235.44,1905.69,正常运行
2023-01-10 03:07:00,DEV-041,生产部,99.29,3.8,12.54,213.84,2348.76,散热系统故障
2024-09-18 02:58:00,DEV-003,质检部,68.67,1.2,9.02,222.62,1824.34,正常运行
2024-08-19 14:55:00,DEV-011,研发部,49.03,0.96,13.41,188.94,2014.02,正常运行
2024-06-02 02:05:00,DEV-095,生产部,58.73,1.06,5.74,207.14,2039.64,正常运行
2022-04-13 07:42:00,DEV-036,维修部,88.13,1.02,3.69,235.61,1542.99,润滑系统异常
2022-12-29 08:46:00,DEV-046,维修部,64.33,0.85,7.3,237.98,1842.01,正常运行
2024-06-02 01:46:00,DEV-075,维修部,39.65,2.04,9.86,239.48,2021.54,正常运行
2022-01-07 08:01:00,DEV-043,质检部,52.12,1.12,9.29,212.65,1500.0,正常运行
2023-12-28 08:16:00,DEV-066,生产部,47.22,1.45,5.13,184.3,1853.15,正常运行
2023-09-18 12:54:00,DEV-099,质检部,104.42,4.24,13.8,232.28,2398.64,散热系统故障
2024-10-08 09:10:00,DEV-080,生产部,74.04,1.92,15.47,184.79,1799.9,电力供应故障
2022-11-04 09:29:00,DEV-095,维修部,54.79,1.3,9.59,234.75,2021.33,正常运行
2023-12-24 11:39:00,DEV-080,研发部,55.04,2.87,6.9,215.88,1784.02,正常运行
2023-04-27 14:13:00,DEV-029,研发部,67.07,2.34,6.09,208.04,1810.54,正常运行
2023-12-21 15:41:00,DEV-040,生产部,89.98,1.06,2.3,222.75,1982.96,润滑系统异常
2024-01-07 14:53:00,DEV-068,研发部,59.12,0.58,9.37,242.38,1879.31,正常运行
2023-01-31 03:27:00,DEV-100,维修部,86.8,3.43,8.1,199.31,2020.95,散热系统故障
2023-02-01 09:10:00,DEV-048,生产部,54.11,1.13,12.57,245.16,1838.97,正常运行
2024-02-09 15:29:00,DEV-053,维修部,54.33,1.38,8.94,224.18,2156.22,正常运行
2022-03-20 05:38:00,DEV-034,生产部,56.34,3.64,11.46,236.16,2667.58,传动系统异常
2023-07-14 07:44:00,DEV-078,生产部,43.31,2.93,7.97,196.77,1931.37,正常运行
2022-07-04 04:04:00,DEV-079,生产部,56.64,1.79,9.18,230.43,2154.84,正常运行
2024-05-19 17:21:00,DEV-014,生产部,70.61,1.95,10.0,182.21,1901.27,电力供应故障
2024-02-07 18:09:00,DEV-089,质检部,35.0,1.41,10.66,238.52,1793.61,正常运行
2023-10-26 05:16:00,DEV-042,研发部,48.26,1.91,9.64,218.34,2034.64,正常运行
2024-12-21 04:18:00,DEV-040,质检部,41.64,2.02,8.29,217.37,1980.94,正常运行
2023-09-11 06:53:00,DEV-051,维修部,60.02,1.71,13.65,199.54,2078.84,正常运行
2024-07-02 05:52:00,DEV-016,维修部,61.32,0.23,11.07,229.71,2098.71,正常运行
2022-01-16 08:25:00,DEV-069,生产部,57.95,1.81,13.36,218.0,2041.1,正常运行
2024-03-13 19:10:00,DEV-024,研发部,66.12,3.0,6.47,203.85,1768.05,正常运行
2023-12-15 22:02:00,DEV-086,质检部,71.1,3.0,8.41,234.36,1978.78,正常运行
2024-06-18 09:19:00,DEV-079,质检部,56.15,2.6,8.73,204.56,2946.8,传动系统异常
2023-01-01 03:16:00,DEV-036,维修部,56.25,2.03,12.47,206.11,1753.63,正常运行
2023-02-26 04:57:00,DEV-091,维修部,63.61,0.32,13.57,195.99,1955.9,正常运行
2023-02-01 12:50:00,DEV-069,质检部,51.7,3.53,7.41,195.95,2763.8,传动系统异常
2024-07-12 17:23:00,DEV-010,研发部,67.84,1.33,8.05,211.41,2261.28,正常运行
2022-11-06 19:48:00,DEV-001,生产部,60.78,0.63,6.41,214.14,1943.02,正常运行
2023-05-13 19:24:00,DEV-058,生产部,50.71,0.59,8.96,211.21,1955.68,正常运行
2023-02-23 18:19:00,DEV-082,维修部,57.89,1.71,7.28,222.7,2097.48,正常运行
2022-12-29 17:00:00,DEV-012,维修部,38.15,2.42,11.21,226.41,1687.73,正常运行
2022-09-16 03:56:00,DEV-031,质检部,42.71,1.41,14.55,160.43,1907.48,电力供应故障
2023-04-05 18:21:00,DEV-074,生产部,67.87,2.27,11.24,232.33,2379.36,正常运行
2024-12-11 04:07:00,DEV-093,研发部,70.51,2.16,10.47,245.96,1833.01,正常运行
2022-07-29 07:24:00,DEV-054,维修部,60.3,1.44,8.45,212.8,2006.03,正常运行
2024-09-23 18:52:00,DEV-058,质检部,68.89,1.06,8.66,206.06,1690.58,正常运行
2023-11-05 21:53:00,DEV-077,维修部,65.14,0.27,13.83,224.98,1850.3,正常运行
2024-10-28 11:49:00,DEV-092,质检部,54.42,2.0,9.73,218.66,1676.04,正常运行
2022-02-21 05:29:00,DEV-073,研发部,48.78,1.5,7.14,192.6,1848.92,正常运行
2024-10-11 18:50:00,DEV-094,质检部,63.77,2.15,8.05,231.58,2222.32,正常运行
2024-02-27 18:13:00,DEV-088,质检部,64.78,1.4,11.15,230.33,1802.68,正常运行
2022-11-14 06:58:00,DEV-005,维修部,86.03,3.79,6.86,200.04,2430.15,散热系统故障
2024-06-04 04:04:00,DEV-078,研发部,70.16,3.19,6.41,226.16,2825.24,传动系统异常
2024-03-31 22:56:00,DEV-059,研发部,85.89,2.66,1.51,208.61,1920.25,润滑系统异常
2022-12-16 12:29:00,DEV-063,研发部,54.49,1.72,11.06,211.04,2238.86,正常运行
2022-01-28 20:15:00,DEV-068,生产部,60.62,1.43,6.05,180.0,1632.37,正常运行
2024-01-17 05:50:00,DEV-047,生产部,99.97,1.14,3.95,237.51,2096.5,润滑系统异常
2022-02-22 13:38:00,DEV-029,质检部,57.75,0.8,5.0,224.69,2356.49,正常运行
2024-05-21 05:05:00,DEV-028,生产部,50.78,2.86,11.55,237.73,2071.63,正常运行
2023-01-28 14:55:00,DEV-049,维修部,65.19,1.11,9.32,219.39,2126.86,正常运行
2022-10-07 21:37:00,DEV-050,生产部,69.18,0.41,8.26,206.12,1500.0,正常运行
2022-12-09 06:39:00,DEV-084,维修部,60.29,2.66,9.5,198.37,1624.56,正常运行
2024-03-28 01:05:00,DEV-100,质检部,96.5,1.77,2.41,198.34,1513.04,润滑系统异常
2023-02-06 14:24:00,DEV-051,研发部,96.42,1.43,2.45,212.59,2007.41,润滑系统异常
2024-02-17 07:11:00,DEV-089,研发部,62.23,0.75,8.36,215.77,2210.15,正常运行
2022-08-19 03:21:00,DEV-089,质检部,41.12,1.68,10.78,164.9,1986.08,电力供应故障
2023-04-27 07:58:00,DEV-085,质检部,71.41,1.11,5.18,207.05,2245.63,正常运行
2024-11-08 17:00:00,DEV-076,生产部,59.76,3.0,8.28,236.29,1921.08,正常运行
2024-04-24 02:12:00,DEV-007,质检部,99.7,3.14,8.37,236.33,2100.39,散热系统故障
2024-07-24 12:25:00,DEV-046,维修部,43.37,1.36,12.45,215.27,2018.5,正常运行
2024-11-03 06:56:00,DEV-085,质检部,58.89,1.43,10.54,247.99,1912.23,正常运行
2023-08-25 20:09:00,DEV-054,维修部,59.74,1.35,11.78,187.96,2094.83,正常运行
2022-10-21 23:04:00,DEV-049,研发部,55.79,0.89,10.51,200.17,1866.35,正常运行
2023-09-07 00:24:00,DEV-010,研发部,71.06,2.56,13.96,225.28,1825.65,正常运行
2022-10-11 03:41:00,DEV-099,生产部,95.98,3.7,11.8,232.9,2012.07,散热系统故障
2022-05-19 09:34:00,DEV-042,研发部,86.39,3.76,11.13,206.36,2283.18,散热系统故障
2024-02-24 00:59:00,DEV-097,生产部,90.4,1.74,3.94,233.08,1531.56,润滑系统异常
2024-08-01 06:39:00,DEV-001,生产部,46.26,0.64,5.0,222.74,2115.8,正常运行
2024-12-18 22:07:00,DEV-063,研发部,44.35,1.33,6.75,204.76,1798.56,正常运行
2023-02-22 08:07:00,DEV-040,维修部,93.67,2.9,1.44,239.68,1950.99,润滑系统异常
2023-04-09 02:19:00,DEV-046,质检部,74.05,2.61,7.36,221.15,1901.31,正常运行
2024-11-21 16:37:00,DEV-011,质检部,60.2,2.1,12.35,226.64,2250.43,正常运行
2023-09-04 18:16:00,DEV-077,研发部,54.09,1.24,10.07,214.91,1671.49,正常运行
2022-05-09 19:51:00,DEV-090,研发部,40.22,1.49,10.21,232.21,1896.06,正常运行
2022-09-18 09:59:00,DEV-002,生产部,64.92,0.19,9.65,223.92,1962.69,正常运行
2023-08-28 16:50:00,DEV-061,研发部,59.37,2.15,10.9,179.08,2091.79,电力供应故障
2024-09-10 00:13:00,DEV-077,质检部,61.59,1.57,9.66,198.29,2387.62,正常运行
2024-08-17 16:33:00,DEV-065,生产部,57.2,1.92,5.0,207.48,1861.79,正常运行
2024-11-06 19:03:00,DEV-052,质检部,64.25,2.71,5.0,227.65,2143.55,正常运行
2023-04-07 03:22:00,DEV-040,维修部,52.38,2.2,9.54,215.26,2220.63,正常运行
2023-04-01 17:15:00,DEV-008,质检部,68.04,0.68,9.83,165.09,1793.88,电力供应故障
2023-08-21 16:47:00,DEV-048,生产部,49.12,0.95,7.88,216.09,1702.53,正常运行
2024-02-10 20:22:00,DEV-077,研发部,53.22,1.67,8.55,244.58,2045.05,正常运行
2022-07-24 01:35:00,DEV-083,生产部,67.55,1.92,12.57,249.38,1805.46,正常运行
2022-08-20 00:14:00,DEV-064,生产部,65.72,2.61,6.64,212.9,2352.66,正常运行
2022-06-09 13:27:00,DEV-044,维修部,41.31,1.12,8.21,184.34,2140.04,正常运行
2022-02-25 15:40:00,DEV-094,生产部,73.2,1.15,13.55,215.83,1932.56,正常运行
2022-02-01 09:42:00,DEV-086,研发部,62.84,1.76,8.16,180.0,1822.9,正常运行
2022-01-27 21:03:00,DEV-092,生产部,53.39,1.12,9.66,228.18,1948.16,正常运行
2022-12-05 07:26:00,DEV-097,生产部,74.5,3.25,14.18,229.46,2714.84,传动系统异常
2023-09-12 05:25:00,DEV-096,生产部,50.45,2.7,6.72,191.27,2734.34,传动系统异常
2024-01-17 15:18:00,DEV-030,维修部,54.42,0.0,8.19,213.43,2024.61,正常运行
2023-04-15 21:16:00,DEV-029,质检部,50.88,1.71,8.13,215.85,2204.95,正常运行
2023-09-08 11:21:00,DEV-073,质检部,60.04,0.91,8.54,238.46,2337.0,正常运行
2022-01-05 12:52:00,DEV-078,质检部,79.09,2.15,9.35,232.89,2093.34,正常运行
2022-07-16 04:10:00,DEV-013,研发部,62.91,2.09,9.88,235.54,2164.89,正常运行
2023-10-25 22:20:00,DEV-022,维修部,72.25,0.63,8.33,229.56,1834.78,正常运行
2024-03-03 09:38:00,DEV-085,生产部,74.15,1.46,7.85,208.48,1946.18,正常运行
2022-02-17 02:25:00,DEV-009,生产部,42.31,2.1,9.26,164.66,2184.9,电力供应故障
2022-12-10 11:29:00,DEV-004,质检部,57.66,0.79,8.76,212.76,2032.83,正常运行
2023-10-03 07:07:00,DEV-032,质检部,63.14,0.96,5.11,238.44,2032.86,正常运行
2023-04-22 21:35:00,DEV-028,生产部,51.03,1.44,10.2,208.66,1786.09,正常运行
2022-04-23 03:22:00,DEV-057,质检部,62.95,0.37,14.37,226.5,1851.35,正常运行
2024-04-21 04:55:00,DEV-042,维修部,102.84,3.67,10.78,191.6,2128.65,散热系统故障
2023-06-18 02:41:00,DEV-048,维修部,86.37,1.04,1.15,220.47,1929.81,润滑系统异常
2023-04-30 22:38:00,DEV-076,质检部,58.49,0.73,10.45,218.3,2500.0,正常运行
2022-10-04 13:09:00,DEV-005,生产部,56.26,1.83,10.73,221.02,2163.6,正常运行
2022-08-02 18:53:00,DEV-066,研发部,47.13,0.88,8.26,168.25,1516.88,电力供应故障
2023-06-26 08:05:00,DEV-011,维修部,52.45,1.89,11.39,230.76,1902.38,正常运行
2022-03-09 10:15:00,DEV-008,维修部,67.17,0.98,10.17,209.12,2107.52,正常运行
2022-02-06 21:50:00,DEV-088,维修部,38.98,1.59,11.1,217.26,2191.92,正常运行
2022-10-05 04:45:00,DEV-048,生产部,51.69,0.81,6.41,199.13,2045.08,正常运行
2023-11-10 21:00:00,DEV-054,质检部,58.96,3.0,9.91,242.68,1885.09,正常运行
2022-07-30 18:23:00,DEV-093,质检部,80.0,0.48,12.89,218.38,1977.4,正常运行
2023-05-08 16:32:00,DEV-038,质检部,49.65,2.29,11.75,214.64,2138.24,正常运行
2022-06-19 17:03:00,DEV-076,生产部,49.2,1.41,13.34,230.28,2280.4,正常运行
2023-02-06 13:09:00,DEV-023,维修部,52.04,0.86,9.3,224.39,1960.99,正常运行
2022-01-11 20:07:00,DEV-088,维修部,51.76,0.9,7.88,214.73,1944.8,正常运行
2022-07-31 02:50:00,DEV-088,研发部,72.48,2.05,5.0,209.03,1795.36,正常运行
2022-12-29 05:57:00,DEV-093,维修部,46.24,1.23,8.21,236.11,1915.92,正常运行
2024-05-03 16:35:00,DEV-020,生产部,58.29,0.0,5.63,213.68,1737.17,正常运行
2022-09-06 19:57:00,DEV-003,生产部,52.08,2.61,14.13,210.42,2787.42,传动系统异常
2022-10-02 13:04:00,DEV-070,质检部,60.32,0.59,6.28,206.81,2169.18,正常运行
2022-10-18 20:46:00,DEV-024,生产部,67.93,1.83,11.08,180.93,1894.91,正常运行
2022-01-31 02:34:00,DEV-033,生产部,47.89,1.88,10.79,170.13,1996.39,电力供应故障
2022-01-28 01:34:00,DEV-080,研发部,76.1,0.18,15.0,233.27,2053.64,正常运行
2022-03-15 14:54:00,DEV-053,质检部,65.83,2.61,6.22,219.36,2718.97,传动系统异常
2024-06-28 13:52:00,DEV-087,质检部,73.87,3.67,7.05,214.98,2984.17,传动系统异常
2024-09-03 21:28:00,DEV-006,生产部,70.89,0.87,15.94,180.23,1596.29,电力供应故障
2023-10-24 20:05:00,DEV-020,质检部,70.67,2.24,15.0,199.02,2112.59,正常运行
2024-06-04 00:21:00,DEV-096,质检部,56.01,1.91,8.13,231.28,2195.38,正常运行
2023-05-26 09:52:00,DEV-028,研发部,61.66,1.84,7.91,225.56,1791.95,正常运行
2022-11-04 14:17:00,DEV-006,质检部,44.57,1.7,10.24,217.67,2220.69,正常运行
2022-04-21 09:07:00,DEV-067,研发部,66.91,0.66,13.25,161.39,1580.66,电力供应故障
2024-11-06 07:31:00,DEV-065,质检部,59.88,2.27,10.23,207.23,1840.55,正常运行
2023-10-10 13:50:00,DEV-071,研发部,67.17,1.43,15.0,236.56,1897.32,正常运行
2022-01-30 13:27:00,DEV-075,质检部,50.81,1.95,9.35,214.66,2182.37,正常运行
2022-07-26 16:31:00,DEV-094,维修部,66.89,0.36,9.44,205.62,1872.69,正常运行
2022-09-01 07:10:00,DEV-078,研发部,47.54,1.43,11.46,216.1,1649.68,正常运行
2023-10-12 18:18:00,DEV-019,生产部,54.67,1.96,14.01,196.11,2151.47,正常运行
2023-04-01 20:44:00,DEV-079,维修部,79.01,1.45,7.87,197.29,1639.37,正常运行
2022-03-08 22:23:00,DEV-098,质检部,48.02,0.56,11.28,171.48,2175.16,电力供应故障
2022-08-24 05:27:00,DEV-054,生产部,40.87,2.0,15.0,208.26,2476.69,正常运行
2023-09-24 18:06:00,DEV-048,生产部,66.68,2.55,9.72,207.84,1882.26,正常运行
2023-07-13 20:29:00,DEV-073,生产部,63.73,1.17,11.62,203.83,1871.86,正常运行
2022-05-12 12:41:00,DEV-048,研发部,64.49,3.48,10.04,238.36,2876.84,传动系统异常
2022-12-19 10:11:00,DEV-049,生产部,75.28,3.42,8.77,194.35,2787.86,传动系统异常
2024-07-13 16:15:00,DEV-039,研发部,66.24,0.92,11.59,222.26,1976.43,正常运行
2022-05-23 21:59:00,DEV-088,生产部,60.6,0.21,8.35,232.2,2089.8,正常运行
2022-11-13 06:45:00,DEV-066,质检部,51.98,1.2,8.31,218.93,2126.49,正常运行
2023-04-11 12:44:00,DEV-079,质检部,94.15,3.95,7.85,210.15,2409.83,散热系统故障
2024-10-26 15:37:00,DEV-034,质检部,96.59,3.55,10.49,211.93,2000.63,散热系统故障
2024-09-28 21:34:00,DEV-097,生产部,89.1,2.23,1.65,228.61,1659.28,润滑系统异常
2023-12-06 09:48:00,DEV-065,质检部,69.53,1.26,11.38,217.91,2051.36,正常运行
2022-11-28 23:26:00,DEV-097,生产部,70.1,0.43,6.94,195.92,1834.84,正常运行
2022-08-21 18:25:00,DEV-094,研发部,61.24,2.78,10.65,198.75,2073.03,正常运行
2023-10-09 12:52:00,DEV-023,质检部,38.13,2.04,12.15,201.17,1706.79,正常运行
2024-11-14 03:29:00,DEV-094,维修部,50.36,1.74,5.38,226.02,2178.22,正常运行
2022-05-02 16:03:00,DEV-076,质检部,64.13,1.02,10.26,243.92,2024.43,正常运行
2022-07-26 08:37:00,DEV-055,研发部,62.24,0.64,8.69,193.11,2093.52,正常运行
2022-07-29 23:37:00,DEV-022,研发部,56.98,1.33,9.24,220.3,1989.1,正常运行
2022-01-20 02:22:00,DEV-029,维修部,85.04,4.45,7.86,235.85,1876.31,散热系统故障
2024-04-18 00:27:00,DEV-024,质检部,74.0,0.34,6.52,219.52,2030.66,正常运行
2024-04-05 04:48:00,DEV-094,生产部,46.79,1.25,8.35,221.87,2194.18,正常运行
2023-12-23 06:42:00,DEV-097,质检部,75.03,2.12,8.55,238.56,1949.1,正常运行
2023-05-13 20:45:00,DEV-068,生产部,86.52,3.81,11.19,225.53,2250.7,散热系统故障
2023-02-02 22:24:00,DEV-037,生产部,59.84,2.23,7.83,215.32,1788.73,正常运行
2022-07-02 09:43:00,DEV-082,维修部,102.34,3.47,6.64,212.25,2349.57,散热系统故障
2024-07-24 19:15:00,DEV-086,质检部,66.8,1.19,11.31,244.96,1852.15,正常运行
2024-11-27 19:58:00,DEV-007,质检部,46.43,0.44,10.75,250.0,1777.87,正常运行
2022-02-24 04:03:00,DEV-073,生产部,89.09,3.02,8.8,194.59,2025.04,散热系统故障
2024-08-12 12:20:00,DEV-062,质检部,39.85,1.29,6.64,216.26,2136.19,正常运行
2023-12-06 16:20:00,DEV-003,维修部,56.39,1.32,13.46,209.63,2155.02,正常运行
2024-12-19 19:51:00,DEV-058,质检部,62.45,3.0,7.59,243.06,2094.43,正常运行
2022-09-16 10:06:00,DEV-089,维修部,74.6,2.02,10.46,217.1,1975.23,正常运行
2023-11-29 17:10:00,DEV-025,维修部,46.27,1.57,13.29,199.64,1842.82,正常运行
2022-06-15 13:23:00,DEV-033,维修部,72.15,1.02,5.0,229.61,1759.74,正常运行
2024-02-04 13:08:00,DEV-067,质检部,98.97,2.14,1.89,239.86,1976.57,润滑系统异常
2022-08-31 03:15:00,DEV-075,维修部,43.17,1.8,5.78,204.98,2060.66,正常运行
2024-10-14 06:52:00,DEV-024,维修部,90.43,4.11,12.23,231.56,2019.02,散热系统故障
2024-06-09 13:43:00,DEV-100,维修部,45.21,2.84,7.79,207.49,1546.79,正常运行
2022-09-04 07:14:00,DEV-082,维修部,55.76,1.09,9.37,233.64,1924.62,正常运行
2023-09-07 06:42:00,DEV-084,维修部,62.66,2.57,8.95,203.72,2093.41,正常运行
2022-03-11 20:35:00,DEV-034,维修部,50.4,1.09,8.2,237.72,1991.56,正常运行
2023-11-28 08:25:00,DEV-037,质检部,74.52,1.51,8.21,215.51,2161.78,正常运行
2024-07-28 19:38:00,DEV-087,维修部,94.57,2.66,3.67,190.29,2069.42,润滑系统异常
2023-07-11 03:25:00,DEV-031,质检部,72.22,1.59,14.54,250.0,2005.59,正常运行
2024-02-03 13:27:00,DEV-062,研发部,54.7,3.99,6.73,227.58,2916.55,传动系统异常
2022-12-02 21:45:00,DEV-080,生产部,65.47,0.0,9.35,204.65,2060.34,正常运行
2022-07-07 04:22:00,DEV-018,维修部,57.26,0.96,7.19,212.17,2087.81,正常运行
2024-06-30 20:14:00,DEV-061,生产部,54.39,0.77,9.65,197.48,2078.88,正常运行
2023-03-16 03:07:00,DEV-033,研发部,56.2,2.06,8.42,223.85,2023.52,正常运行
2023-01-17 10:49:00,DEV-095,质检部,47.18,2.42,5.0,211.56,1879.68,正常运行
2023-03-17 19:08:00,DEV-027,质检部,48.62,0.49,6.72,232.94,2068.1,正常运行
2022-03-28 06:59:00,DEV-038,质检部,61.79,1.95,14.54,184.62,2255.77,正常运行
2022-03-05 20:33:00,DEV-091,生产部,58.1,2.65,7.92,226.82,2091.01,正常运行
2022-06-21 04:06:00,DEV-041,质检部,62.47,1.62,9.75,222.37,2061.8,正常运行
2024-06-09 19:17:00,DEV-047,生产部,67.34,1.49,6.64,203.17,1854.86,正常运行
2024-10-16 21:21:00,DEV-070,研发部,52.4,1.53,10.92,231.76,2393.7,正常运行
2024-05-07 15:50:00,DEV-099,维修部,70.97,0.99,12.11,224.2,1699.36,正常运行
2023-09-24 22:09:00,DEV-080,研发部,58.3,1.45,15.0,243.53,1734.38,正常运行
2024-01-11 01:18:00,DEV-050,质检部,43.38,1.11,9.7,235.0,1922.39,正常运行
2024-03-15 13:59:00,DEV-046,维修部,79.82,3.82,9.66,223.32,2868.49,传动系统异常
2023-09-25 18:46:00,DEV-064,维修部,65.13,1.29,12.22,229.23,1812.91,正常运行
2023-08-14 16:43:00,DEV-094,研发部,53.91,0.44,9.28,205.83,2082.31,正常运行
2024-09-30 10:42:00,DEV-079,维修部,65.92,1.96,8.15,203.48,2311.22,正常运行
2022-07-16 07:07:00,DEV-099,生产部,55.85,2.65,9.27,218.88,2719.01,传动系统异常
