department,设备型号,设备名称,time,气压,流量,温度,湿度,露点,status
生产部C,PA-40,PA-40-003,2023-01-21 01:00:00,9.64641455738719,139.17462362148987,28.610078309796585,46.97238277610952,13.373293802702209,正常
生产部C,PA-40,PA-40-003,2023-01-21 02:00:00,9.768718510673617,262.20693395365083,18.9449276915609,30.40988757244774,9.938286886993273,正常
生产部C,PA-40,PA-40-003,2023-01-21 03:00:00,4.870157837653125,115.39894540536471,25.858695112519968,34.46355567296394,4.910952002124801,正常
生产部C,PA-40,PA-40-003,2023-01-21 04:00:00,4.961729555404773,247.14070355968158,17.207688941707417,37.7105844353383,11.01763294101572,正常
生产部C,PA-40,PA-40-003,2023-01-21 05:00:00,7.7868201009731095,287.6920993006249,33.06695477168047,37.02263257825646,8.423087844177282,正常
生产部C,PA-40,PA-40-003,2023-01-21 06:00:00,7.9564497854117855,173.20553490758692,17.63055202526836,48.34567226656868,4.9717813408129405,正常
生产部C,PA-40,PA-40-003,2023-01-21 07:00:00,9.913201695008091,270.68631169254803,24.76199112583441,52.748041518504415,10.347945577971936,正常
生产部C,PA-40,PA-40-003,2023-01-21 08:00:00,9.122227860625705,162.09787781017715,20.438110108919105,38.50696618593194,7.063381954573936,正常
生产部C,PA-40,PA-40-003,2023-01-21 09:00:00,7.555788722066898,263.3870372929261,14.445758717170472,43.945494817691355,7.957253380909214,正常
生产部C,PA-40,PA-40-003,2023-01-21 10:00:00,9.543915321348344,176.85016390667326,32.27124087411432,45.14787610201932,13.790402695897788,正常
生产部C,PA-40,PA-40-003,2023-01-21 11:00:00,5.265520894159307,226.57515810346976,15.425281627022633,45.67860183011698,14.975515069399638,正常
生产部C,PA-40,PA-40-003,2023-01-21 12:00:00,9.188150186468603,154.23924713372398,31.484953277987582,42.435750372392164,10.046934132932703,正常
生产部C,PA-40,PA-40-003,2023-01-21 13:00:00,5.85941634143787,172.62263862891646,29.93576726063694,31.82001369864585,9.082146173051784,正常
生产部C,PA-40,PA-40-003,2023-01-21 14:00:00,7.475761696244874,184.51606392277455,26.151906121267658,53.616912425087534,9.267922846007105,正常
生产部C,PA-40,PA-40-003,2023-01-21 15:00:00,8.177893270990136,276.55472593184004,28.090508282152683,53.73391742988955,8.936406134325235,正常
生产部C,PA-40,PA-40-003,2023-01-21 16:00:00,8.216742407868395,116.01986991087963,15.740762492896497,38.92795473520186,6.382357125179046,正常
气压部A,PA-40,PA-40-002,2023-01-29 00:00:00,6.230956880519098,275.2854109761286,16.268128935378,54.36126344266502,14.171201006443976,正常
气压部A,PA-40,PA-40-002,2023-01-29 01:00:00,8.646650061274933,148.807001331899,35.526344742518795,46.20972124414939,7.874599168990347,正常
气压部A,PA-40,PA-40-002,2023-01-29 02:00:00,6.718361177222329,192.0234939380177,33.87377515105446,36.700914065503355,11.153384457838957,正常
气压部A,PA-40,PA-40-002,2023-01-29 03:00:00,5.751243991404328,248.52364106781226,27.493233022417186,31.71001822440366,12.92963688890164,正常
气压部A,PA-40,PA-40-002,2023-01-29 04:00:00,5.969944506888716,219.76926220625515,17.59222215677355,33.42613383080212,6.096577830391118,正常
气压部A,PA-40,PA-40-002,2023-01-29 05:00:00,8.843996320638288,167.5308953431244,17.347548330652188,48.422759074364755,5.392241800997066,压力调节故障
气压部A,PA-40,PA-40-002,2023-01-29 06:00:00,6.03112147364093,161.79829693048436,34.456158462552324,39.87831021214218,5.391348155575875,压力调节故障
气压部A,PA-40,PA-40-002,2023-01-29 07:00:00,5.721643808395019,202.87059078061299,25.58373920491019,32.13128191489966,13.976014754752986,压力调节故障
气压部A,PA-40,PA-40-002,2023-01-29 08:00:00,7.508023475521007,258.2809511511674,32.701531252944974,42.163250943913944,8.805106827873496,压力调节故障
气压部A,PA-40,PA-40-002,2023-01-29 09:00:00,4.912309225741563,292.16392350076444,29.4970173175517,34.92311171788052,10.499845116905997,正常
气压部A,PA-40,PA-40-002,2023-01-29 10:00:00,7.7783146906339224,173.54298617329798,19.61299278351991,59.74924261542265,13.040003701565142,正常
气压部A,PA-40,PA-40-002,2023-01-29 11:00:00,5.791868832814825,130.11132073086907,34.185435799498755,52.66471676652183,8.909598743340398,正常
气压部A,PA-40,PA-40-002,2023-01-29 12:00:00,8.592600025432107,247.0984749781265,30.378375776819624,52.562243059568175,10.177424557723707,正常
气压部A,PA-40,PA-40-002,2023-01-29 13:00:00,6.805007929832809,206.33171778697167,15.898484969777641,45.305279211036364,13.467411269829695,正常
气压部A,PA-40,PA-40-002,2023-01-29 14:00:00,8.554016506702045,214.40688484106153,31.374525952232805,36.31798092992517,11.760966748158463,正常
气压部A,PA-40,PA-40-002,2023-01-29 15:00:00,5.496079240766858,159.36315637101362,23.352585906572067,31.103770569359916,9.990721172012098,正常
气压部A,PA-40,PA-40-002,2023-01-29 16:00:00,7.982898077125333,139.74668776157887,29.30674700698329,54.73649224337685,14.681849864868685,正常
气压部B,PA-40,PA-40-004,2023-01-30 00:00:00,9.955142023158048,231.90358710450357,27.402374713352614,33.797050777576665,5.269168338569689,正常
气压部B,PA-40,PA-40-004,2023-01-30 01:00:00,8.05089109324597,167.84787532857447,29.39766337052878,35.5502872401384,12.328449838515812,正常
气压部B,PA-40,PA-40-004,2023-01-30 02:00:00,8.546843425839425,118.18575671374275,18.285903771407686,34.78154528495121,9.467707824762295,正常
气压部B,PA-40,PA-40-004,2023-01-30 03:00:00,5.085076266691372,249.25645026411468,19.651786011111472,54.2380963451172,8.745895735271677,正常
气压部B,PA-40,PA-40-004,2023-01-30 04:00:00,5.836573156168483,297.3087977044693,32.98697119042591,49.851779818930325,12.097991932065199,正常
气压部B,PA-40,PA-40-004,2023-01-30 05:00:00,9.440371018529522,273.7665918495767,31.71822587337052,35.91708894404533,8.956049739490174,正常
气压部B,PA-40,PA-40-004,2023-01-30 06:00:00,8.538842542523893,250.15009545772477,24.79125620733549,48.95389579159434,14.887675714717458,正常
气压部B,PA-40,PA-40-004,2023-01-30 07:00:00,7.491781623549635,262.9059617800745,32.84407863862816,52.85681834788976,9.855978138496644,正常
气压部B,PA-40,PA-40-004,2023-01-30 08:00:00,8.598071702647253,193.05718534573438,27.02434538012479,48.4897034192446,9.41656368283624,正常
气压部B,PA-40,PA-40-004,2023-01-30 09:00:00,5.043668536829679,154.39453807972208,15.077164146221504,37.577483068531755,14.88184080638612,正常
气压部B,PA-40,PA-40-004,2023-01-30 10:00:00,8.535519109084436,251.44963053200956,33.04515673982209,30.333104788790727,5.8212450208860345,正常
气压部B,PA-40,PA-40-004,2023-01-30 11:00:00,6.61594078998277,192.2442537779302,18.92580619863852,28.80060299924474,10.013754152055245,正常
气压部B,PA-40,PA-40-004,2023-01-30 12:00:00,8.765150610081085,208.92140330615126,29.78715312365557,58.46127047604909,14.117882627865997,正常
气压部B,PA-40,PA-40-004,2023-01-30 13:00:00,6.4055521834771465,261.77144889418867,21.57363637951538,36.048063272387274,6.713504553218419,正常
气压部B,PA-40,PA-40-004,2023-01-30 14:00:00,8.047160586608356,231.1469125460195,33.70363858462092,42.46463096580273,12.012606011482056,正常
气压部B,PA-40,PA-40-004,2023-01-30 15:00:00,6.637955758782477,229.77165134944386,27.914766473692733,52.174159385092814,8.572923207190412,正常
气压部B,PA-40,PA-40-004,2023-01-30 16:00:00,9.26102982570948,117.10722558599775,15.231410768359405,33.52205325577272,7.533448689611928,正常
气压部A,PA-40,PA-40-005,2023-01-31 00:00:00,8.575678128818042,230.75709419183175,27.133973739404595,31.584491801369456,13.193048065999472,正常
气压部A,PA-40,PA-40-005,2023-01-31 01:00:00,8.0069284984048,164.72003324367122,19.576702854886637,33.2010165296517,5.461482170576543,正常
气压部A,PA-40,PA-40-005,2023-01-31 02:00:00,9.476629815353041,173.4474944394186,14.76612286386512,47.84483327845553,12.959890988605348,正常
气压部A,PA-40,PA-40-005,2023-01-31 03:00:00,6.200804417418736,176.4007780240816,33.03158547078511,57.562723818062146,9.575232547098318,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 04:00:00,6.931600264369342,187.6849258827416,29.33707121993264,55.6794364455704,10.45118186376872,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 05:00:00,6.64673311526941,169.4563103388988,16.909377864760053,45.7724086113581,8.004825071713398,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 06:00:00,7.311192784668438,247.01100333244605,28.283706922201727,40.455327088651195,10.05134214609971,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 07:00:00,5.9014305370430575,161.09683789217172,15.853030229407699,38.14944353958661,7.574753454280145,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 08:00:00,6.974568676336741,140.34151206299376,32.58836214977992,57.166634819823486,11.615448003952462,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 09:00:00,9.538963398350262,183.57004969310793,18.796738453578516,40.347899975454936,11.377620933532047,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 10:00:00,9.546143700013301,181.58677368509916,23.754280620489837,51.37368408479093,14.351717154221902,压力调节故障
气压部A,PA-40,PA-40-005,2023-01-31 11:00:00,8.028541270208118,178.6169205368863,28.916217543168607,49.10984918575429,13.118094557468297,正常
气压部A,PA-40,PA-40-005,2023-01-31 12:00:00,6.620639199398092,114.15376558431024,16.18568445204469,49.91863374912979,4.884333758263782,正常
气压部A,PA-40,PA-40-005,2023-01-31 13:00:00,8.982080640807014,222.77218084766182,26.454015773450713,35.07751545309949,11.897858358944367,正常
气压部A,PA-40,PA-40-005,2023-01-31 14:00:00,7.231341107484835,187.02545785266645,34.05921297440582,32.093432009351496,13.975315075669819,正常
气压部A,PA-40,PA-40-005,2023-01-31 15:00:00,9.58569803662973,226.88825660081733,27.376504650819736,44.4552995170254,5.8102759905497425,正常
