id,record_time,status,+24V_max_current,-24V_max_current,+24V_working_current,-24V_working_current,+9V_working_current,circuit_disconnect_freq,circuit_disconnect_time,command_judge_time,first_pulse_time,second_pulse_time,third_pulse_time,photoelectric_freq,system_recognition,mode1_level,mode2_level,mode1_pulse_width,mode2_pulse_width
105,2024-01-02 01:20,模式2脉宽过长故障,2.8,2.7,265,223,94,114,4.8,0.72,0.85,0.57,0.53,2.2,12.0,5.3,-4.6,32.98,35.14
106,2024-01-02 01:30,正常,2.7,2.4,218,210,73,104,3.1,0.76,0.87,0.54,0.53,2.5,12.0,5.0,-4.9,32.98,35.01
107,2024-01-02 01:40,模式2脉宽过短故障,2.1,2.1,259,283,73,101,3.2,0.75,0.85,0.55,0.57,2.6,12.1,4.6,-5.2,32.96,34.93
108,2024-01-02 01:50,正常,2.0,2.9,246,227,73,120,3.7,0.79,0.87,0.55,0.55,1.6,12.0,5.4,-5.5,33.0,35.0
109,2024-01-02 02:00,正常,2.0,2.5,236,286,90,108,3.4,0.79,0.86,0.57,0.53,1.6,12.1,5.5,-5.3,33.04,34.97
110,2024-01-02 02:10,正常,2.8,2.8,217,259,71,118,3.9,0.71,0.87,0.56,0.54,1.2,12.0,5.1,-4.7,32.98,35.0
111,2024-01-02 02:20,正常,2.1,2.5,222,204,98,126,3.6,0.7,0.84,0.58,0.57,1.8,12.0,4.9,-4.6,32.99,34.99
112,2024-01-02 02:30,模式1脉宽过短故障,2.4,2.2,263,264,93,126,3.4,0.77,0.84,0.53,0.58,1.7,11.9,4.7,-5.3,32.88,34.97
113,2024-01-02 02:40,正常,2.8,2.2,214,249,88,107,3.7,0.7,0.84,0.54,0.55,2.5,11.9,5.1,-5.3,32.98,35.01
114,2024-01-02 02:50,第二脉冲时间过长故障,2.4,2.9,237,228,88,120,3.8,0.8,0.85,0.59,0.53,1.4,12.0,4.8,-4.7,32.98,35.03
115,2024-01-02 03:00,正常,2.2,2.1,214,212,81,123,5.3,0.73,0.85,0.53,0.55,1.7,12.0,5.0,-5.3,33.0,34.96
116,2024-01-02 03:10,正常,2.1,2.4,238,240,70,115,4.9,0.78,0.87,0.58,0.56,2.5,12.1,4.5,-5.1,32.96,35.0
117,2024-01-02 03:20,第三脉冲时间过长故障,2.4,2.7,218,260,96,117,4.4,0.73,0.85,0.56,0.62,2.3,12.0,4.9,-5.1,33.04,34.99
118,2024-01-02 03:30,系统识别电压过低故障,2.8,2.6,271,257,93,128,3.3,0.74,0.85,0.52,0.58,2.6,11.6,5.3,-5.3,32.98,34.97
119,2024-01-02 03:40,正常,2.4,2.8,251,204,87,104,3.4,0.71,0.87,0.57,0.58,1.9,12.1,5.1,-5.0,32.97,35.02
120,2024-01-02 03:50,正常,2.3,2.8,228,220,89,125,3.3,0.77,0.86,0.56,0.57,2.6,12.1,5.4,-4.5,33.02,34.97
121,2024-01-02 04:00,正常,2.2,2.5,263,227,71,103,4.3,0.76,0.88,0.55,0.55,2.9,12.0,5.4,-5.4,33.05,34.97
122,2024-01-02 04:10,正常,2.1,2.8,250,242,96,119,4.7,0.79,0.83,0.57,0.54,3.0,12.0,5.3,-5.3,32.96,34.95
123,2024-01-02 04:20,第三脉冲时间过长故障,2.1,2.8,231,203,98,101,3.6,0.75,0.87,0.58,0.62,2.8,11.9,5.2,-4.7,32.97,35.0
124,2024-01-02 04:30,正常,2.6,2.9,286,284,88,119,4.8,0.77,0.84,0.54,0.53,2.2,12.0,5.2,-4.8,33.03,35.03
125,2024-01-02 04:40,电路断开频率过高故障,2.7,2.3,289,203,83,135,3.3,0.75,0.84,0.57,0.57,1.5,12.1,4.9,-4.6,32.96,35.04
126,2024-01-02 04:50,正常,2.8,2.8,259,206,77,107,4.8,0.71,0.86,0.57,0.56,1.2,12.0,5.0,-4.7,33.03,35.01
127,2024-01-02 05:00,正常,2.6,2.6,204,211,83,118,3.6,0.75,0.84,0.54,0.54,1.8,12.1,4.9,-4.6,33.04,34.95
128,2024-01-02 05:10,正常,2.9,2.3,263,250,71,116,5.1,0.77,0.84,0.53,0.55,2.3,12.0,5.0,-4.9,33.02,35.05
129,2024-01-02 05:20,正常,2.4,2.2,285,271,91,106,4.1,0.79,0.86,0.57,0.57,1.4,12.1,5.4,-5.5,33.03,34.97
130,2024-01-02 05:30,正常,2.8,2.2,207,211,70,110,5.1,0.75,0.88,0.58,0.55,2.7,12.1,5.4,-5.1,33.0,35.04
131,2024-01-02 05:40,光电频率过低故障,2.5,2.7,210,278,99,112,3.8,0.74,0.85,0.53,0.52,0.1,12.0,4.7,-4.7,33.04,35.0
132,2024-01-02 05:50,正常,2.7,2.3,232,239,83,121,4.4,0.7,0.88,0.58,0.54,2.5,11.9,4.9,-4.8,33.03,35.0
133,2024-01-02 06:00,正常,2.4,2.3,269,206,92,113,4.7,0.79,0.85,0.58,0.56,1.0,12.0,4.8,-5.2,33.0,34.95
134,2024-01-02 06:10,光电频率过高故障,2.7,2.0,214,290,78,121,4.6,0.77,0.82,0.55,0.53,3.5,12.0,4.7,-4.8,32.95,35.03
135,2024-01-02 06:20,系统识别电压过低故障,2.6,2.9,209,243,70,121,3.6,0.71,0.87,0.55,0.55,2.5,11.8,5.0,-4.9,33.04,35.03
136,2024-01-02 06:30,正常,2.2,2.9,250,222,70,115,5.2,0.71,0.87,0.53,0.53,2.9,12.1,5.0,-4.9,32.96,35.01
137,2024-01-02 06:40,正常,2.5,2.0,287,223,73,100,4.2,0.77,0.82,0.52,0.57,1.4,12.0,5.3,-5.2,33.02,35.0
138,2024-01-02 06:50,正常,2.2,2.2,219,278,77,120,5.1,0.71,0.85,0.55,0.56,1.9,12.0,4.7,-4.8,33.04,34.98
139,2024-01-02 07:00,正常,2.8,2.7,255,249,98,125,4.1,0.79,0.88,0.54,0.55,2.5,11.9,5.0,-5.3,33.0,34.98
140,2024-01-02 07:10,第三脉冲时间过短故障,2.8,2.1,217,232,87,117,3.4,0.75,0.86,0.54,0.5,2.9,11.9,5.3,-4.6,32.98,35.02
141,2024-01-02 07:20,第三脉冲时间过短故障,2.6,2.3,235,203,76,124,3.4,0.79,0.88,0.57,0.5,1.7,12.1,5.3,-5.2,33.04,34.98
142,2024-01-02 07:30,模式2脉宽过长故障,2.5,2.6,216,230,97,129,4.4,0.71,0.87,0.53,0.56,2.2,12.0,5.2,-5.1,32.96,35.06
143,2024-01-02 07:40,正常,2.4,2.5,218,221,90,110,3.8,0.79,0.84,0.57,0.56,1.1,11.9,4.6,-4.9,33.03,34.96
144,2024-01-02 07:50,正常,2.8,2.6,229,214,86,126,4.3,0.71,0.85,0.52,0.57,1.3,11.9,5.4,-5.3,32.97,35.03
145,2024-01-02 08:00,正常,2.2,2.7,221,270,75,101,3.7,0.78,0.85,0.57,0.54,2.9,11.9,4.8,-5.3,33.0,35.04
146,2024-01-02 08:10,正常,2.4,2.6,239,282,91,124,5.0,0.73,0.87,0.54,0.58,2.9,12.1,4.9,-5.3,33.0,34.97
147,2024-01-02 08:20,正常,2.4,2.8,204,260,80,119,4.3,0.75,0.85,0.57,0.57,2.6,12.0,5.2,-4.9,32.95,34.97
148,2024-01-02 08:30,正常,2.3,2.5,281,217,94,119,3.3,0.72,0.85,0.57,0.53,1.5,11.9,5.4,-5.5,33.01,35.04
149,2024-01-02 08:40,正常,2.8,2.6,239,289,86,108,4.5,0.74,0.85,0.55,0.58,1.9,12.0,5.0,-4.9,32.96,34.96
150,2024-01-02 08:50,电路断开时间超标故障,2.5,2.5,221,230,75,111,6.7,0.72,0.85,0.57,0.52,2.4,11.9,4.6,-4.5,33.05,34.98
151,2024-01-02 09:00,模式2电平过低故障,2.8,2.8,215,280,79,129,3.3,0.73,0.86,0.53,0.56,1.8,12.0,5.2,-6.1,32.98,34.99
152,2024-01-02 09:10,正常,2.2,2.8,242,251,99,120,5.3,0.77,0.86,0.56,0.57,1.1,11.9,4.6,-5.4,32.97,34.97
153,2024-01-02 09:20,正常,2.8,2.7,284,254,81,128,4.0,0.71,0.86,0.55,0.57,1.1,12.0,5.3,-5.0,33.05,35.04
154,2024-01-02 09:30,模式1脉宽过长故障,2.6,2.1,255,224,95,122,3.5,0.79,0.86,0.53,0.57,1.6,12.1,5.2,-5.4,33.09,35.05
155,2024-01-02 09:40,系统识别电压过高故障,2.7,2.1,216,257,79,126,4.4,0.71,0.87,0.55,0.55,1.4,12.5,5.1,-4.5,32.97,35.04
156,2024-01-02 09:50,正常,2.3,2.4,240,246,89,124,4.3,0.76,0.87,0.56,0.55,2.5,12.1,5.4,-5.3,33.04,34.99
157,2024-01-02 10:00,正常,2.3,2.9,253,287,84,127,5.2,0.73,0.82,0.55,0.55,2.6,12.0,5.3,-5.2,33.04,35.01
158,2024-01-02 10:10,第一脉冲时间过长故障,2.1,2.5,228,286,70,126,4.0,0.76,0.91,0.53,0.56,1.6,12.1,4.8,-4.6,32.98,34.97
159,2024-01-02 10:20,电路断开频率过低故障,2.3,2.5,286,239,83,93,3.3,0.79,0.82,0.53,0.56,1.6,12.0,4.7,-4.5,33.0,35.03
160,2024-01-02 10:30,正常,2.1,2.8,240,275,99,104,4.9,0.71,0.84,0.56,0.53,1.7,11.9,5.3,-5.0,33.03,35.0
161,2024-01-02 10:40,正常,2.1,2.6,216,233,84,105,3.6,0.8,0.88,0.57,0.54,1.6,11.9,5.4,-5.0,33.03,35.01
162,2024-01-02 10:50,正常,2.4,2.5,253,216,86,108,4.8,0.77,0.86,0.55,0.54,1.2,12.0,4.6,-5.0,33.03,34.97
163,2024-01-02 11:00,系统识别电压过低故障,2.0,2.0,211,277,76,101,4.5,0.76,0.87,0.53,0.53,2.9,11.5,4.8,-4.8,32.99,35.05
164,2024-01-02 11:10,正常,2.4,2.8,221,252,98,118,3.7,0.71,0.85,0.54,0.57,1.5,12.0,4.7,-5.0,32.99,35.05
165,2024-01-02 11:20,模式2脉宽过短故障,2.7,2.1,210,281,79,107,4.0,0.76,0.87,0.54,0.55,1.9,12.1,5.3,-4.7,32.99,34.86
166,2024-01-02 11:30,指令判断时间过长故障,2.1,2.4,206,266,82,106,4.7,0.86,0.83,0.56,0.58,1.6,12.0,5.0,-5.4,32.97,35.05
167,2024-01-02 11:40,正常,2.6,2.2,288,267,78,100,4.8,0.8,0.82,0.55,0.58,2.3,12.1,4.9,-5.1,32.99,35.02
168,2024-01-02 11:50,电路断开频率过高故障,2.5,2.4,259,227,79,143,4.7,0.76,0.86,0.58,0.57,1.1,12.1,5.2,-4.6,33.03,34.98
169,2024-01-02 12:00,正常,2.8,2.9,289,230,86,103,3.8,0.76,0.86,0.57,0.58,2.1,12.0,4.7,-5.1,32.96,35.04
170,2024-01-02 12:10,指令判断时间过短故障,2.5,2.4,206,240,74,106,4.7,0.68,0.84,0.53,0.58,1.7,11.9,5.0,-4.7,32.96,35.02
