id,record_time,status,+24V_max_current,-24V_max_current,+24V_working_current,-24V_working_current,+9V_working_current,circuit_disconnect_freq,circuit_disconnect_time,command_judge_time,first_pulse_time,second_pulse_time,third_pulse_time,photoelectric_freq,system_recognition,mode1_level,mode2_level,mode1_pulse_width,mode2_pulse_width
22,2024-01-01 11:30,正常,2.7,2.1,271,252,75,111,3.4,0.74,0.83,0.54,0.57,2.5,12.0,4.6,-5.0,32.98,35.03
23,2024-01-01 11:40,+24V稳定电流超标故障,2.4,2.1,388,205,83,121,3.2,0.7,0.87,0.53,0.53,1.1,11.9,4.8,-5.3,33.04,35.0
24,2024-01-01 11:50,正常,2.9,2.8,228,288,71,106,3.9,0.78,0.83,0.58,0.57,2.8,12.0,4.9,-5.4,33.0,34.97
25,2024-01-01 12:00,正常,2.2,2.9,274,265,82,107,5.0,0.74,0.86,0.55,0.52,2.6,12.1,4.5,-5.0,32.97,34.98
26,2024-01-01 12:10,正常,2.7,2.7,262,210,97,123,4.0,0.75,0.88,0.56,0.54,1.0,12.1,4.9,-4.7,32.98,35.01
27,2024-01-01 12:20,第二脉冲时间过长故障,2.9,2.8,237,217,73,111,3.7,0.73,0.88,0.6,0.54,1.9,11.9,5.4,-5.2,32.98,35.01
28,2024-01-01 12:30,正常,2.4,2.1,277,203,78,116,4.6,0.73,0.87,0.52,0.57,1.0,11.9,5.1,-4.8,33.04,34.95
29,2024-01-01 12:40,正常,2.8,2.6,289,235,82,106,3.9,0.73,0.85,0.52,0.56,1.4,12.0,4.7,-4.9,33.0,34.95
30,2024-01-01 12:50,正常,2.9,2.0,261,271,82,109,3.9,0.78,0.85,0.55,0.57,2.2,12.0,5.5,-4.8,33.04,34.99
31,2024-01-01 13:00,光电频率过高故障,2.6,2.5,284,260,73,110,3.3,0.76,0.83,0.52,0.54,3.4,12.0,5.3,-5.4,32.99,35.02
32,2024-01-01 13:10,第一脉冲时间过短故障,2.7,2.7,252,241,79,127,4.5,0.71,0.8,0.57,0.58,1.1,11.9,5.5,-5.2,33.04,35.04
33,2024-01-01 13:20,第三脉冲时间过长故障,2.1,2.1,236,220,90,121,3.5,0.77,0.87,0.53,0.6,1.3,12.0,5.0,-5.0,33.04,34.96
34,2024-01-01 13:30,正常,2.9,2.2,285,261,98,103,4.8,0.72,0.86,0.56,0.56,2.5,12.1,5.2,-5.3,33.03,34.99
35,2024-01-01 13:40,正常,2.8,2.1,260,202,98,100,3.8,0.76,0.83,0.58,0.54,2.9,12.0,5.2,-4.5,33.01,34.97
36,2024-01-01 13:50,正常,2.8,2.7,253,209,86,114,3.6,0.79,0.82,0.54,0.56,1.7,12.0,5.1,-4.8,32.97,35.03
37,2024-01-01 14:00,正常,2.2,2.1,204,236,90,128,4.7,0.75,0.87,0.53,0.53,1.3,12.0,5.0,-4.8,33.04,34.98
38,2024-01-01 14:10,+9V稳定电流超标故障,2.1,2.2,271,213,112,112,4.5,0.74,0.87,0.53,0.56,1.7,12.0,5.5,-4.7,32.96,34.97
39,2024-01-01 14:20,+24V稳定电流超标故障,2.2,2.7,349,246,95,119,5.1,0.74,0.84,0.54,0.56,2.1,12.0,5.2,-5.0,32.99,34.99
40,2024-01-01 14:30,正常,2.4,2.4,275,248,74,102,4.5,0.71,0.84,0.58,0.55,1.3,12.0,4.7,-4.9,33.0,34.96
41,2024-01-01 14:40,正常,2.9,2.3,262,248,85,121,3.1,0.72,0.86,0.57,0.56,2.5,12.0,4.8,-5.0,33.01,35.04
42,2024-01-01 14:50,正常,2.2,2.7,257,271,74,114,4.2,0.71,0.84,0.54,0.53,1.4,12.0,4.5,-5.4,32.95,34.99
43,2024-01-01 15:00,正常,2.4,2.7,254,287,72,127,3.9,0.71,0.87,0.56,0.55,1.0,12.1,4.9,-5.4,33.02,35.03
44,2024-01-01 15:10,正常,2.0,2.2,263,252,95,116,5.1,0.75,0.86,0.53,0.56,1.2,12.1,4.9,-4.7,33.03,35.05
45,2024-01-01 15:20,正常,2.5,2.1,240,248,79,128,3.8,0.78,0.82,0.58,0.53,2.2,11.9,5.3,-4.9,33.0,34.96
46,2024-01-01 15:30,+24V最大电流超标故障,3.5,2.2,256,216,81,118,4.8,0.76,0.84,0.53,0.57,2.8,12.0,4.8,-5.0,32.97,35.01
47,2024-01-01 15:40,电路断开时间超标故障,2.4,2.9,232,275,77,124,6.5,0.75,0.85,0.57,0.55,2.9,12.1,5.5,-5.2,33.04,34.99
48,2024-01-01 15:50,正常,2.1,2.8,235,279,88,125,5.1,0.73,0.83,0.53,0.56,2.9,12.0,4.7,-4.6,33.05,35.05
49,2024-01-01 16:00,正常,2.2,2.2,204,223,88,104,4.9,0.77,0.83,0.57,0.54,1.7,12.0,4.5,-4.9,32.99,35.02
50,2024-01-01 16:10,正常,2.4,2.0,235,252,98,108,5.2,0.73,0.84,0.55,0.54,2.7,12.0,4.6,-5.1,32.97,35.0
51,2024-01-01 16:20,正常,2.5,2.9,207,277,83,120,3.3,0.76,0.87,0.53,0.56,1.9,11.9,4.6,-5.2,33.02,34.97
52,2024-01-01 16:30,指令判断时间过长故障,2.0,2.7,281,247,95,104,3.8,0.85,0.84,0.55,0.54,1.3,12.0,4.5,-4.7,33.03,35.03
53,2024-01-01 16:40,正常,2.0,2.1,264,244,85,118,3.6,0.79,0.83,0.58,0.52,1.8,12.0,4.9,-4.7,33.04,35.01
54,2024-01-01 16:50,正常,2.3,2.9,285,217,75,114,3.1,0.78,0.84,0.57,0.53,1.9,12.0,4.9,-4.9,32.98,34.98
55,2024-01-01 17:00,正常,2.2,2.2,275,287,98,101,5.4,0.73,0.83,0.55,0.56,1.6,11.9,4.9,-4.5,33.05,35.01
56,2024-01-01 17:10,正常,2.8,2.6,287,223,75,118,4.2,0.77,0.82,0.57,0.54,2.5,12.1,4.9,-5.3,33.0,35.04
57,2024-01-01 17:20,正常,2.0,2.4,273,233,92,100,4.4,0.73,0.84,0.57,0.57,1.7,12.0,4.8,-4.5,32.97,35.02
58,2024-01-01 17:30,正常,2.5,2.5,218,231,84,119,5.1,0.75,0.85,0.56,0.55,1.6,12.1,4.7,-4.7,32.98,35.01
59,2024-01-01 17:40,模式1电平过低故障,2.5,2.9,211,220,86,100,5.1,0.78,0.87,0.56,0.54,1.7,12.0,4.3,-4.7,32.99,35.03
60,2024-01-01 17:50,第一脉冲时间过长故障,2.1,2.7,271,213,88,124,4.9,0.78,0.91,0.53,0.53,2.2,11.9,4.8,-4.7,33.01,35.02
61,2024-01-01 18:00,正常,2.4,2.7,227,265,78,105,5.0,0.72,0.84,0.53,0.57,1.9,12.1,5.0,-5.2,33.0,34.97
62,2024-01-01 18:10,第二脉冲时间过短故障,2.8,2.2,226,268,71,122,4.8,0.77,0.83,0.5,0.56,1.2,12.0,5.3,-5.3,32.98,35.02
63,2024-01-01 18:20,正常,2.8,2.6,281,235,92,105,3.9,0.75,0.88,0.56,0.55,1.2,12.1,5.3,-4.6,32.97,34.99
64,2024-01-01 18:30,模式2电平过高故障,2.8,2.4,233,261,81,101,4.9,0.77,0.83,0.55,0.54,2.9,11.9,5.3,-4.1,33.04,34.98
65,2024-01-01 18:40,正常,2.7,2.5,264,209,81,124,3.4,0.7,0.87,0.54,0.55,2.8,11.9,5.3,-4.6,33.04,34.96
66,2024-01-01 18:50,正常,2.4,2.3,268,280,76,113,3.5,0.73,0.85,0.53,0.53,2.6,12.1,5.4,-5.1,33.02,34.99
67,2024-01-01 19:00,正常,2.3,2.3,252,268,76,130,3.1,0.71,0.88,0.56,0.54,1.8,11.9,4.6,-5.0,32.96,34.98
68,2024-01-01 19:10,正常,2.2,2.1,220,226,98,114,4.2,0.77,0.84,0.54,0.55,2.0,12.1,4.7,-5.2,32.99,34.98
69,2024-01-01 19:20,第一脉冲时间过短故障,2.6,2.2,257,283,72,125,5.0,0.79,0.8,0.53,0.57,1.2,12.1,5.1,-5.4,32.99,35.05
70,2024-01-01 19:30,正常,2.9,2.7,225,263,78,121,4.7,0.73,0.84,0.54,0.53,2.1,11.9,4.8,-4.7,33.03,34.96
71,2024-01-01 19:40,正常,2.3,2.2,231,255,82,124,4.2,0.78,0.83,0.55,0.54,1.2,11.9,5.0,-4.8,33.03,35.02
72,2024-01-01 19:50,第三脉冲时间过短故障,2.6,2.8,223,233,94,125,3.8,0.78,0.84,0.53,0.49,2.5,12.0,4.7,-5.2,32.95,34.97
73,2024-01-01 20:00,正常,2.5,2.1,209,248,87,113,4.7,0.71,0.83,0.58,0.55,2.3,12.0,4.8,-5.1,32.96,35.03
74,2024-01-01 20:10,系统识别电压过高故障,2.9,2.6,236,271,81,109,4.9,0.74,0.85,0.57,0.53,1.8,12.5,4.9,-5.1,33.05,34.99
75,2024-01-01 20:20,正常,2.1,2.4,277,271,76,110,4.7,0.74,0.85,0.57,0.57,1.5,12.0,4.9,-5.1,32.97,35.05
76,2024-01-01 20:30,正常,2.4,2.2,279,226,99,110,3.9,0.7,0.84,0.54,0.53,1.3,12.1,4.6,-4.7,33.03,35.01
77,2024-01-01 20:40,第一脉冲时间过短故障,2.2,2.5,259,240,88,123,5.5,0.7,0.8,0.53,0.54,2.1,12.1,5.3,-4.6,32.95,34.97
78,2024-01-01 20:50,系统识别电压过低故障,2.7,2.4,274,202,77,128,3.3,0.74,0.87,0.56,0.56,3.0,11.6,4.7,-5.4,33.03,34.99
79,2024-01-01 21:00,正常,2.4,2.3,217,245,78,102,3.3,0.72,0.87,0.53,0.57,2.7,12.1,5.3,-4.6,32.98,35.0
80,2024-01-01 21:10,模式2脉宽过短故障,2.4,2.2,245,268,90,101,3.9,0.76,0.86,0.56,0.57,1.2,12.1,4.5,-4.9,33.04,34.89
81,2024-01-01 21:20,正常,2.0,2.8,224,240,94,110,4.6,0.76,0.87,0.56,0.54,2.9,11.9,4.5,-5.3,32.97,34.98
82,2024-01-01 21:30,正常,2.5,2.6,245,225,79,103,3.4,0.75,0.87,0.57,0.52,2.5,12.1,4.9,-4.6,33.01,34.99
83,2024-01-01 21:40,模式1电平过高故障,2.4,2.6,201,245,76,126,4.5,0.75,0.83,0.56,0.56,2.2,12.0,5.7,-5.1,33.05,35.0
84,2024-01-01 21:50,第二脉冲时间过短故障,2.0,2.1,230,233,91,102,4.6,0.71,0.87,0.5,0.57,3.0,12.0,4.8,-4.7,32.95,34.97
85,2024-01-01 22:00,模式1电平过低故障,2.1,2.8,280,205,94,114,4.0,0.7,0.84,0.55,0.57,2.2,12.1,3.9,-4.6,33.04,35.02
86,2024-01-01 22:10,正常,2.7,2.7,235,239,74,130,4.9,0.74,0.83,0.55,0.54,1.6,12.0,4.6,-5.5,32.97,35.0
87,2024-01-01 22:20,正常,2.3,2.0,262,267,91,107,3.4,0.78,0.85,0.56,0.53,1.9,11.9,4.9,-5.2,33.02,34.97
88,2024-01-01 22:30,正常,2.2,2.3,254,243,80,105,3.6,0.74,0.87,0.58,0.55,2.5,12.0,5.2,-4.8,33.05,35.04
89,2024-01-01 22:40,正常,2.1,2.7,241,243,77,124,4.3,0.77,0.87,0.55,0.52,2.7,12.0,4.9,-5.3,32.98,34.96
90,2024-01-01 22:50,正常,2.6,2.5,210,238,91,103,4.9,0.77,0.83,0.55,0.57,2.1,12.1,4.6,-5.1,32.99,35.05
91,2024-01-01 23:00,正常,2.7,2.2,227,265,72,113,5.4,0.77,0.86,0.57,0.55,1.0,12.0,5.5,-5.5,32.99,35.0
92,2024-01-01 23:10,正常,2.7,2.5,243,223,84,111,4.2,0.79,0.87,0.56,0.53,2.7,11.9,5.1,-4.7,33.03,35.03
93,2024-01-01 23:20,正常,2.2,2.2,224,275,90,113,4.2,0.73,0.82,0.52,0.56,2.4,11.9,4.9,-5.5,33.02,35.04
94,2024-01-01 23:30,正常,2.1,2.7,217,255,82,118,3.8,0.75,0.85,0.53,0.53,2.7,11.9,4.5,-5.4,32.98,34.98
95,2024-01-01 23:40,光电频率过高故障,2.6,2.5,255,207,86,101,4.1,0.76,0.84,0.58,0.54,3.5,12.1,5.4,-4.8,32.96,34.99
96,2024-01-01 23:50,电路断开时间超标故障,2.6,2.4,290,207,78,105,5.8,0.71,0.85,0.55,0.55,2.9,12.0,4.5,-5.5,33.04,35.04
97,2024-01-02 00:00,模式2电平过低故障,2.3,2.8,248,221,96,124,5.0,0.74,0.88,0.57,0.57,1.1,12.1,4.8,-6.1,33.04,34.99
98,2024-01-02 00:10,正常,2.7,2.6,209,209,91,118,4.0,0.76,0.86,0.54,0.55,1.6,12.0,4.6,-4.6,32.95,35.03
99,2024-01-02 00:20,正常,2.3,2.6,224,259,96,124,4.8,0.73,0.84,0.53,0.53,2.0,12.0,4.9,-5.4,32.96,34.97
100,2024-01-02 00:30,模式1脉宽过短故障,2.5,2.2,290,257,75,111,3.8,0.72,0.85,0.53,0.54,2.7,12.0,5.0,-5.4,32.86,35.03
101,2024-01-02 00:40,模式1脉宽过长故障,2.1,2.9,234,213,80,116,5.0,0.71,0.83,0.54,0.55,2.7,12.1,4.5,-5.1,33.11,34.99
102,2024-01-02 00:50,正常,2.5,2.7,265,223,76,128,3.1,0.76,0.87,0.55,0.53,1.7,11.9,5.2,-4.5,32.97,35.0
103,2024-01-02 01:00,正常,2.7,2.1,276,209,79,119,3.4,0.8,0.87,0.53,0.55,1.3,11.9,5.4,-4.9,33.01,34.98
104,2024-01-02 01:10,模式1脉宽过长故障,2.5,2.3,271,259,96,113,3.4,0.7,0.87,0.56,0.53,1.6,12.1,5.2,-5.4,33.09,34.98
105,2024-01-02 01:20,模式1电平过低故障,2.5,2.1,208,255,74,129,5.0,0.7,0.85,0.55,0.57,2.9,12.1,4.2,-4.7,32.99,35.04
106,2024-01-02 01:30,正常,2.8,2.2,280,218,84,128,3.8,0.7,0.86,0.57,0.57,2.8,12.0,4.7,-4.7,32.97,35.0
107,2024-01-02 01:40,第三脉冲时间过长故障,2.9,2.6,220,289,79,128,4.2,0.77,0.83,0.55,0.6,2.6,12.0,4.9,-4.9,32.99,34.99
108,2024-01-02 01:50,正常,2.2,2.2,218,261,86,104,5.4,0.74,0.86,0.55,0.53,2.0,12.1,4.5,-5.1,32.99,35.02
109,2024-01-02 02:00,正常,2.1,2.6,278,265,80,110,4.3,0.8,0.86,0.55,0.56,2.5,11.9,5.0,-5.2,32.99,34.99
110,2024-01-02 02:10,正常,2.0,2.6,241,213,82,115,4.5,0.79,0.87,0.54,0.53,2.8,12.1,5.1,-4.8,33.01,35.02
111,2024-01-02 02:20,系统识别电压过低故障,2.3,2.5,229,253,78,130,5.4,0.76,0.85,0.54,0.55,1.7,11.7,4.7,-5.0,33.05,34.97
112,2024-01-02 02:30,模式2脉宽过长故障,2.6,2.3,217,226,71,123,5.1,0.71,0.85,0.57,0.53,2.2,12.0,5.2,-5.0,33.01,35.09
113,2024-01-02 02:40,正常,2.5,2.8,232,223,72,104,4.2,0.78,0.86,0.54,0.56,1.4,12.0,5.1,-5.0,33.01,35.01
114,2024-01-02 02:50,正常,2.8,2.6,251,249,92,107,4.1,0.71,0.84,0.57,0.57,2.1,12.1,4.7,-4.6,32.96,35.04
115,2024-01-02 03:00,第三脉冲时间过短故障,2.7,2.6,247,217,99,108,4.9,0.79,0.88,0.53,0.49,1.8,12.0,5.3,-4.8,33.02,35.01
116,2024-01-02 03:10,第一脉冲时间过长故障,2.0,2.7,218,253,87,128,3.3,0.78,0.91,0.52,0.53,2.2,12.0,5.5,-5.2,33.01,35.02
117,2024-01-02 03:20,正常,2.5,2.6,205,259,79,109,5.4,0.72,0.85,0.57,0.57,2.7,12.1,4.5,-5.3,33.02,35.01
118,2024-01-02 03:30,正常,2.4,2.1,248,231,72,109,4.2,0.79,0.85,0.57,0.55,2.1,12.1,4.7,-5.1,33.01,34.97
119,2024-01-02 03:40,正常,2.2,2.2,272,249,88,117,4.5,0.75,0.84,0.54,0.56,2.2,12.1,5.1,-4.6,33.01,35.0
120,2024-01-02 03:50,正常,2.5,2.7,272,265,73,109,5.1,0.71,0.86,0.54,0.58,1.3,12.1,4.7,-5.4,32.96,35.04
121,2024-01-02 04:00,正常,2.2,2.8,278,206,79,127,3.2,0.75,0.85,0.55,0.54,1.7,12.0,5.5,-4.8,32.96,34.96
122,2024-01-02 04:10,模式2电平过高故障,2.9,2.3,276,281,98,102,4.2,0.79,0.84,0.54,0.58,1.7,11.9,4.8,-4.3,33.02,34.95
123,2024-01-02 04:20,-24V稳定电流超标故障,2.4,2.3,264,313,99,102,4.8,0.73,0.86,0.57,0.53,2.7,12.0,4.5,-5.3,33.0,34.99
124,2024-01-02 04:30,正常,2.8,2.4,257,244,95,120,4.1,0.75,0.84,0.54,0.57,2.6,12.1,4.7,-5.4,33.0,35.03
125,2024-01-02 04:40,光电频率过高故障,2.6,2.0,286,270,72,110,4.5,0.77,0.85,0.54,0.56,3.7,12.0,5.4,-5.5,32.99,35.02
126,2024-01-02 04:50,正常,2.5,2.9,250,243,72,114,3.7,0.78,0.86,0.55,0.53,1.6,11.9,4.9,-4.6,33.03,34.95
127,2024-01-02 05:00,正常,2.7,2.3,222,284,98,129,3.2,0.78,0.82,0.57,0.57,1.0,12.0,4.9,-5.3,33.01,35.04
128,2024-01-02 05:10,正常,2.1,2.7,261,243,90,111,3.6,0.76,0.87,0.57,0.57,2.0,12.0,4.9,-4.9,33.05,34.96
129,2024-01-02 05:20,正常,2.6,2.0,225,229,95,129,3.6,0.71,0.88,0.56,0.53,2.7,12.0,5.2,-5.2,33.0,34.96
130,2024-01-02 05:30,-24V稳定电流超标故障,2.7,2.5,240,345,95,129,4.6,0.72,0.88,0.57,0.58,2.0,12.1,5.0,-5.4,32.96,34.96
131,2024-01-02 05:40,正常,2.5,2.2,205,203,70,106,3.1,0.76,0.87,0.57,0.55,1.1,12.0,4.5,-4.6,33.02,34.97
132,2024-01-02 05:50,正常,2.2,2.3,284,279,85,111,4.3,0.72,0.87,0.57,0.56,2.7,12.1,5.1,-5.0,33.01,35.03
133,2024-01-02 06:00,指令判断时间过长故障,2.5,2.8,254,203,76,115,3.3,0.84,0.82,0.54,0.54,1.3,12.0,4.7,-4.7,33.01,34.99
134,2024-01-02 06:10,模式2脉宽过长故障,2.2,2.5,205,243,75,101,5.2,0.74,0.87,0.57,0.54,1.3,11.9,5.4,-4.8,32.99,35.07
135,2024-01-02 06:20,正常,2.3,2.8,209,264,87,120,3.8,0.73,0.84,0.55,0.56,1.8,12.0,5.0,-4.9,33.02,34.98
136,2024-01-02 06:30,正常,2.2,2.8,232,216,87,130,3.2,0.73,0.82,0.54,0.52,2.8,12.0,4.6,-4.7,33.04,34.96
137,2024-01-02 06:40,正常,2.1,2.8,216,200,71,117,4.1,0.75,0.87,0.55,0.52,2.8,12.1,4.7,-4.8,33.05,35.01
138,2024-01-02 06:50,第一脉冲时间过长故障,2.6,2.5,201,273,89,119,5.0,0.75,0.89,0.57,0.55,1.7,11.9,5.1,-5.4,33.04,34.96
139,2024-01-02 07:00,正常,2.5,2.4,279,219,96,109,3.6,0.78,0.86,0.57,0.54,1.4,11.9,5.0,-5.1,33.02,34.99
140,2024-01-02 07:10,正常,2.7,2.4,204,275,80,102,3.9,0.78,0.84,0.57,0.57,2.8,12.0,5.3,-4.7,32.96,35.0
141,2024-01-02 07:20,模式2电平过低故障,2.1,2.9,266,201,92,107,4.1,0.73,0.87,0.57,0.58,2.2,11.9,4.6,-5.9,33.01,35.01
142,2024-01-02 07:30,模式2脉宽过短故障,2.7,2.8,260,278,78,120,4.3,0.7,0.84,0.54,0.58,2.9,12.1,4.7,-5.4,33.05,34.9
143,2024-01-02 07:40,模式1脉宽过短故障,2.4,2.9,241,266,77,124,4.1,0.7,0.85,0.53,0.52,2.3,12.0,4.7,-4.9,32.91,34.98
144,2024-01-02 07:50,正常,2.4,2.4,207,277,72,111,5.2,0.7,0.87,0.54,0.53,1.5,12.0,5.2,-4.9,33.03,35.04
145,2024-01-02 08:00,正常,2.2,2.1,200,244,79,106,5.1,0.8,0.87,0.54,0.54,2.3,11.9,5.4,-4.7,32.99,34.99
146,2024-01-02 08:10,正常,2.2,2.3,290,239,84,103,3.8,0.76,0.87,0.54,0.53,1.0,12.1,4.8,-5.4,33.0,35.02
147,2024-01-02 08:20,正常,2.6,2.8,228,212,70,119,5.4,0.79,0.83,0.53,0.53,1.7,11.9,4.8,-5.4,33.04,35.02
148,2024-01-02 08:30,电路断开时间超标故障,2.3,2.7,230,288,88,130,6.1,0.71,0.84,0.54,0.58,2.6,12.1,4.5,-5.4,32.99,35.05
149,2024-01-02 08:40,正常,2.1,2.5,273,267,81,127,4.3,0.76,0.85,0.55,0.54,1.5,12.1,4.8,-5.4,33.02,34.96
150,2024-01-02 08:50,正常,2.4,2.6,231,251,84,116,4.3,0.74,0.87,0.57,0.57,1.4,11.9,5.0,-5.4,32.97,34.99
151,2024-01-02 09:00,正常,2.5,2.2,220,257,96,128,5.1,0.73,0.87,0.53,0.52,2.8,12.0,4.5,-5.3,32.98,34.98
152,2024-01-02 09:10,正常,2.3,2.1,230,252,72,107,3.3,0.8,0.84,0.56,0.58,1.3,12.0,4.8,-5.0,32.99,35.0
153,2024-01-02 09:20,正常,2.2,2.7,273,235,71,129,4.2,0.71,0.86,0.55,0.58,2.5,11.9,5.4,-4.8,33.01,34.99
154,2024-01-02 09:30,+9V稳定电流超标故障,2.3,2.4,255,205,119,113,5.0,0.8,0.85,0.52,0.54,1.4,12.1,4.6,-5.2,33.0,34.97
155,2024-01-02 09:40,正常,2.8,2.6,226,243,92,103,3.9,0.73,0.84,0.55,0.54,2.6,11.9,5.5,-5.1,33.02,34.96
156,2024-01-02 09:50,正常,2.7,2.7,268,219,85,102,3.9,0.7,0.87,0.58,0.56,1.6,12.1,4.6,-4.9,33.0,35.01
157,2024-01-02 10:00,第三脉冲时间过短故障,2.5,2.1,267,253,76,109,3.3,0.8,0.87,0.54,0.51,2.6,12.1,5.1,-4.7,32.99,35.02
158,2024-01-02 10:10,模式2脉宽过长故障,2.6,2.6,251,228,81,127,3.9,0.71,0.84,0.56,0.54,1.5,12.0,5.1,-5.0,33.05,35.09
159,2024-01-02 10:20,正常,2.7,2.0,210,220,91,109,4.0,0.7,0.83,0.53,0.54,2.9,12.0,4.6,-5.3,32.95,34.99
160,2024-01-02 10:30,正常,2.8,2.1,289,283,87,102,4.7,0.71,0.86,0.53,0.56,1.3,12.0,4.5,-5.3,32.95,34.97
161,2024-01-02 10:40,正常,2.5,2.3,256,274,95,129,4.9,0.75,0.87,0.54,0.54,2.7,12.0,5.3,-5.0,32.96,35.02
162,2024-01-02 10:50,正常,2.2,2.9,283,279,84,129,4.3,0.72,0.87,0.54,0.58,1.3,12.0,5.3,-5.2,32.99,35.01
163,2024-01-02 11:00,第二脉冲时间过短故障,2.3,2.7,232,204,85,118,4.8,0.72,0.85,0.51,0.56,1.9,12.0,5.4,-5.1,33.03,34.98
164,2024-01-02 11:10,正常,2.6,2.8,211,214,86,126,4.7,0.79,0.83,0.54,0.55,1.1,12.1,5.3,-5.5,32.95,34.97
165,2024-01-02 11:20,-24V稳定电流超标故障,2.5,2.9,218,333,73,100,4.0,0.78,0.84,0.53,0.58,2.4,12.0,4.8,-5.4,32.96,35.0
166,2024-01-02 11:30,正常,2.0,2.6,215,205,87,104,5.2,0.75,0.86,0.57,0.56,3.0,11.9,5.3,-5.1,33.04,35.03
167,2024-01-02 11:40,指令判断时间过短故障,2.1,2.6,266,229,86,129,4.0,0.68,0.84,0.54,0.54,1.4,11.9,5.4,-5.3,33.02,35.05
168,2024-01-02 11:50,正常,2.7,2.3,218,228,81,112,3.5,0.73,0.87,0.57,0.55,2.2,12.1,4.9,-4.9,32.96,35.04
169,2024-01-02 12:00,正常,2.8,2.6,205,217,72,113,3.3,0.71,0.88,0.54,0.55,2.1,12.0,5.1,-5.4,32.97,35.04
170,2024-01-02 12:10,正常,2.3,2.6,238,261,89,110,4.3,0.72,0.87,0.54,0.55,1.2,11.9,5.4,-5.2,33.01,34.95
171,2024-01-02 12:20,正常,2.8,2.6,217,214,91,127,5.4,0.74,0.88,0.55,0.55,1.1,12.0,5.3,-4.8,33.04,35.01
